,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
LDH_L,5.272129101849208,0.026078452421100948,"[(0.0932377049180328, 10), (0.09272540983606559, 3), (0.09298155737704919, 3), (0.08299180327868853, 2), (0.10655737704918034, 2), (0.10040983606557378, 2), (0.12192622950819673, 1), (0.08401639344262296, 1), (0.07684426229508198, 1), (0.08504098360655739, 1), (0.09221311475409838, 1), (0.1127049180327869, 1), (0.09375000000000001, 1), (0.11065573770491804, 1), (0.0891393442622951, 1), (0.05020491803278689, 1), (0.09784836065573772, 1), (0.06045081967213116, 1), (0.1434426229508197, 1), (0.059426229508196725, 1), (0.15727459016393444, 1), (0.07581967213114756, 1), (0.0970799180327869, 1), (0.08657786885245902, 1), (0.08491290983606559, 1), (0.12295081967213117, 1), (0.13063524590163936, 1), (0.06454918032786885, 1), (0.10937500000000001, 1), (0.07658811475409838, 1), (0.07549948770491804, 1), (0.10194672131147542, 1), (0.07940573770491804, 1), (0.11782786885245904, 1)]",Glycolysis/Gluconeogenesis,L-lactate dehydrogenase,['Rv0694'],lac__L_c + nad_c <=> h_c + nadh_c + pyr_c,
PPCOAC,5.175008356856394,0.02742089751297842,"[(7.355227538141662e-15, 11), (8.590350653037149e-15, 9), (6.744604874597826e-15, 4), (6.13398221105399e-15, 3), (7.979727989493313e-15, 3), (8.28503932126523e-15, 2), (7.66053886991358e-15, 2), (0.9999999999986998, 2), (4.912736883966318e-15, 1), (0.9999999999986989, 1), (0.6901049800370528, 1), (0.8333170644232726, 1), (0.8576952097979634, 1), (0.6901049800370535, 1), (5.218048215738236e-15, 1), (0.9999999999987005, 1), (0.9999999999986996, 1), (0.999999999998913, 1), (0.8576952097979744, 1), (8.895661984809067e-15, 1), (0.9999999999987018, 1), (0.999999999998702, 1)]",Propanoate metabolism,Propionyl-CoA carboxylase,"['Rv3280', 'Rv3285', 'Rv3281']",atp_c + hco3_c + ppcoa_c --> adp_c + h_c + mmcoa__S_c + pi_c,['Rv3280']
CYP2,5.106211458225061,0.028416759357279976,"[(1.3643655367239577e-14, 8), (1.3874252359361936e-14, 4), (1.3566789703198791e-14, 4), (1.3182461382994859e-14, 3), (1.3720521031280364e-14, 3), (1.379738669532115e-14, 3), (1.3413058375117219e-14, 2), (1.3336192711076431e-14, 2), (1.3951118023402724e-14, 2), (1.402798368744351e-14, 2), (1.3489924039158005e-14, 2), (1.3297759879056038e-14, 1), (1.4181715015525082e-14, 1), (0.9999999999999999, 1), (1.4719774663810585e-14, 1), (1.3259327047035645e-14, 1), (0.04698062930877075, 1), (0.7376250754241769, 1), (0.12873989387978907, 1), (1.3937906737395713e-14, 1), (1.29518643908725e-14, 1), (1.3816603111331347e-14, 1), (1.368208819925997e-14, 1), (1.3989550855423117e-14, 1), (1.487350599189216e-14, 1), (0.15075670021223464, 1)]",Cholesterol degradation,CYP2,"['Rv3518c', 'Rv3545c']",hchol_c + nad_c --> h_c + nadh_c + ochol_c,
MDH,5.058482645553303,0.02913050468516597,"[(0.0034520462355513903, 3), (0.003217744454857857, 3), (0.0025929397063417683, 2), (0.002655420181193377, 2), (0.0032802249297094657, 2), (0.0032489846922836613, 2), (0.002999062792877226, 2), (0.0033114651671352704, 1), (0.003373945641986879, 1), (0.003717588253670728, 1), (0.0026085598250546703, 1), (0.0029053420805998124, 1), (0.0018744142455482662, 1), (0.0024211184004998437, 1), (0.0037019681349578257, 1), (0.00415495157763199, 1), (0.003092783505154639, 1), (0.003967510153077163, 1), (0.002233676975945017, 1), (0.005248359887535145, 1), (0.0031865042174320526, 1), (0.003225554514214308, 1), (0.007403936269915651, 1), (0.0033583255232739768, 1), (0.00485785691971259, 1), (0.0051390190565448295, 1), (0.0027491408934707906, 1), (0.004248672289909403, 1), (0.004108091221493283, 1), (0.00387378944079975, 1), (0.004279912527335208, 1), (0.003436426116838488, 1), (0.0030459231490159327, 1), (0.002499218994064355, 1), (0.004233052171196501, 1), (0.0034051858794126835, 1), (0.006123086535457669, 1), (0.003561387066541706, 1), (0.0, 1), (0.0036707278975320213, 1), (0.0037488284910965324, 1)]",Citric Acid Cycle,malate dehydrogenase,['Rv1240'],mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,
THRt2r,4.972523042354855,0.030465166088487827,"[(0.0024771532822280987, 35), (0.001004251330633013, 2), (0.002443678237873665, 2), (0.0022428279717470623, 1), (0.0024604157600508817, 1), (0.0020754527499748936, 1), (0.003280554346734509, 1), (0.0029458039031901714, 1), (0.0023767281491647975, 1), (0.0024938908044053157, 1), (0.0025106283265825323, 1), (0.002276303016101496, 1), (0.0026445285040002675, 1), (0.0031801292136712078, 1)]",Transport,L threonine reversible transport via proton symport,['Rv3737'],h_e + thr__L_e <=> h_c + thr__L_c,
DM_scys__L_c,4.564913063272567,0.037758793881730646,"[(0.0, 42), (0.8996143397337727, 1), (0.4833259769380371, 1), (0.8996143397337759, 1), (0.9229553007459954, 1), (0.8106178095748664, 1), (0.8055492165622274, 1), (0.7985121581498626, 1), (0.899614339733778, 1)]",Intracellular demand,scys__L_c Demand reaction,[],scys__L_c --> ,
IG3PS,4.429830249047437,0.04057672539109919,"[(0.6349206349206349, 6), (0.6190476190476191, 5), (0.6666666666666666, 5), (0.6507936507936507, 5), (0.6904761904761905, 4), (0.6428571428571428, 3), (0.6984126984126984, 3), (0.7142857142857142, 3), (0.6825396825396826, 2), (0.7301587301587301, 1), (0.6468253968253967, 1), (0.8571428571428571, 1), (0.5952380952380952, 1), (0.626984126984127, 1), (0.6031746031746031, 1), (0.6746031746031745, 1), (0.611111111111111, 1), (0.8888888888888888, 1), (0.6785714285714285, 1), (0.5753968253968254, 1), (1.0, 1), (0.5238095238095237, 1), (0.6587301587301587, 1)]",Histidine Metabolism,Imidazole-glycerol-3-phosphate synthase,"['Rv1605', 'Rv1602']",gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,
GGLUCT2,4.39171742210693,0.0414124787397316,"[(1.0950259799215133e-13, 20), (1.0944622599833297e-13, 11), (1.0947441199524215e-13, 9), (1.095307839890605e-13, 4), (1.0955896998596968e-13, 2), (0.6228164061729229, 1), (1.0961534197978803e-13, 1), (0.99999999999999, 1), (1.0476735051140964e-13, 1)]",Membrane Metabolism,GGLUCT2,[],gluala_c --> 5oxpro_c + ala__L_c,
MYC2CYC2,4.326915329646974,0.04287672693005953,"[(0.9922480620155039, 11), (0.9941860465116279, 4), (0.9939437984496123, 3), (0.9932170542635659, 3), (0.9920058139534884, 3), (0.9895833333333334, 2), (0.9917635658914729, 2), (1.0, 1), (0.9852834302325582, 1), (0.9849806201550387, 1), (0.49612403100775193, 1), (0.9893410852713178, 1), (0.9861918604651163, 1), (0.9859496124031008, 1), (0.9934593023255813, 1), (0.9924903100775193, 1), (0.9864341085271318, 1), (0.9910368217054264, 1), (0.9907945736434108, 1), (0.7441860465116279, 1), (0.9937015503875969, 1), (0.9915213178294574, 1), (0.9956395348837209, 1), (0.9883720930232558, 1), (0.9946705426356589, 1), (0.9927325581395349, 1), (0.9929748062015503, 1), (0.9762596899224806, 1), (0.9935804263565892, 1)]",Mycolic Acid Biosynthesis,MYC2CYC2,['Rv0644c'],amet_c + mmeroacidcyc1ACP_c --> ahcys_c + h_c + mmeroacidcyc2ACP_c,
ADOCBLS,4.237174571140211,0.0449982124230069,"[(0.5, 23), (0.6666666666666666, 9), (0.33333333333333337, 7), (0.8333333333333333, 4), (0.5833333333333334, 4), (0.16666666666666669, 2), (1.0, 1)]",Cofactor and Prosthetic Group Biosynthesis,Adenosylcobalamin 5'-phosphate synthase,['Rv2208'],agdpcbi_c + rdmbzi_c --> adocbl_c + gmp_c + h_c,
ARGt5r,4.114113201910584,0.04809536487185412,"[(0.5028248587570621, 45), (0.33333333333333326, 1), (0.5423728813559321, 1), (0.0, 1), (0.4745762711864406, 1), (0.6497175141242937, 1)]",Transport,ARGt5r,['Rv2320c'],arg__L_e <=> arg__L_c,
MMCD,4.079801791179408,0.04899978849851028,"[(6.540116893155349e-13, 10), (0.9999999999999817, 4), (0.999999999999982, 3), (0.9999999999999857, 2), (6.537052171087329e-13, 2), (0.829116847244201, 1), (0.6901049800381395, 1), (0.9999999999999825, 1), (0.9999999999999816, 1), (0.8576952097991528, 1), (0.8291168472442204, 1), (0.829128816539833, 1), (0.8291168472442296, 1), (0.9999999999999832, 1), (0.8576952097991507, 1), (0.9999999999999845, 1), (0.6901049800381355, 1), (5.47359361348428e-13, 1), (0.8576952097991556, 1), (0.9999999999999835, 1), (0.8291168472442134, 1), (0.8576952097991533, 1), (0.6901049800381353, 1), (0.8291168472442191, 1), (0.6901049800381371, 1), (0.99999999999998, 1), (0.8333170644244471, 1), (0.7891926687514608, 1), (0.8228464447126661, 1), (0.6901049800381338, 1), (0.6901049800381373, 1), (0.9999999999999828, 1), (0.9999999999999856, 1), (0.8575748814051022, 1)]",Fatty Acid Metabolism,Methylmalonyl-CoA decarboxylase,['Rv3799c'],h_c + mmcoa__S_c --> co2_c + ppcoa_c,
PRMICIi,4.045761092150183,0.04991544602688448,"[(0.5, 25), (1.0, 12), (0.75, 12), (0.0, 1)]",Histidine Metabolism,,['Rv1603'],prfp_c --> prlp_c,
PDE1,3.9689935510228462,0.052049753082320675,"[(0.5, 29), (0.4, 9), (0.45, 3), (0.30000000000000004, 2), (0.6000000000000001, 2), (0.0, 1), (0.8, 1), (1.0, 1), (0.2, 1), (0.9, 1)]",Purine and Pyrimidine Biosynthesis,"3',5'-cyclic-nucleotide phosphodiesterase",['Rv0805'],camp_c + h2o_c --> amp_c + h_c,
SHSL1r,3.9481189478259586,0.05264721911106375,"[(0.5926243567753002, 5), (0.5917667238421956, 4), (0.5951972555746141, 4), (0.590909090909091, 4), (0.5874785591766725, 3), (0.6046312178387652, 3), (0.5891938250428818, 2), (0.5969125214408234, 2), (0.5823327615780447, 2), (0.6029159519725559, 2), (0.5883361921097772, 2), (0.5977701543739281, 2), (0.5934819897084049, 2), (0.5986277873070327, 1), (0.5806174957118354, 1), (0.5943396226415095, 1), (0.6080617495711836, 1), (0.6655231560891939, 1), (0.600343053173242, 1), (0.6020583190394512, 1), (0.5994854202401373, 1), (0.5930531732418526, 1), (0.6012006861063466, 1), (0.6457975986277874, 1), (0.5797598627787308, 1), (0.6063464837049743, 1)]",Cysteine and methionine metabolism,,['Rv1079'],cys__L_c + suchms_c <=> cyst__L_c + h_c + succ_c,
NO3R1,3.8399113443988586,0.05586702476524759,"[(0.27348317627305224, 19), (0.2641509433962264, 16), (0.2548187105194006, 3), (0.22682201188892312, 2), (0.2921476420267039, 2), (0.32075471698113206, 2), (0.2359507859910987, 1), (0.2688170598346393, 1), (0.25471698113207547, 1), (1.0, 1), (0.141407704574939, 1), (0.3679245283018868, 1)]",Cofactor and Prosthetic Group Biosynthesis,Nitrate reductase (Ubiquinol-8),"['Rv1162', 'Rv1161', 'Rv1164', 'Rv1163', 'Rv1736c']",2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_e + no2_c + q8_c,
GLGC,3.796437611417743,0.057220841644452784,"[(0.3454211787828184, 17), (0.1727105893914092, 10), (0.25906588408711384, 5), (0.7242368631304698, 3), (0.5348290209566441, 2), (0.431776473478523, 2), (0.5515262737390606, 2), (0.4484737262609395, 1), (0.9136447053042954, 1), (0.37881568434765134, 1), (0.30224353143496613, 1), (0.0, 1), (0.6378815684347652, 1), (0.39694745252187896, 1), (0.5863552946957046, 1), (0.9303419580867119, 1)]",Alternate Carbon Metabolism,glucose-1-phosphate adenylyltransferase,['Rv1213'],atp_c + g1p_c + h_c --> adpglc_c + ppi_c,
BKDC,3.771845823448905,0.058002556423338555,"[(0.4215384615384616, 28), (0.42769230769230776, 3), (0.4307692307692308, 3), (0.43692307692307697, 2), (0.4184615384615385, 2), (0.4123076923076924, 2), (0.4338461538461539, 2), (0.38461538461538464, 1), (0.5476923076923077, 1), (0.35076923076923083, 1), (0.4461538461538462, 1), (0.4246153846153847, 1), (0.3784615384615385, 1), (0.8892307692307693, 1), (0.45538461538461544, 1)]",Lipid metabolism,BKDC,['Rv2495c'],2mpdhl_c + coa_c + h_c <=> dhlam_c + ibcoa_c,
EX_4hba,3.682108199275193,0.06095611987346558,"[(0.4982224051329601, 44), (1.0, 1), (0.4694139639125929, 1), (0.5090119349256484, 1), (0.448816672203573, 1), (0.563366174625763, 1), (0.35508263212959335, 1)]",Exchange,,[],4hba_e --> ,
MYCSacp56,3.623313781069887,0.06298068556724755,"[(3.59619018591717e-15, 1), (0.9645778192732124, 1), (3.590552334620245e-15, 1), (0.353909858123159, 1), (3.5872997281027885e-15, 1), (0.6087501009676833, 1), (3.582258188000731e-15, 1), (0.3732853266064348, 1), (1.6588293239028218e-16, 1), (3.591257066032361e-15, 1), (3.630071503807342e-15, 1), (3.621831567296452e-15, 1), (3.6103390242681055e-15, 1), (0.9896980260936977, 1), (0.675270496714775, 1), (3.548593710545056e-15, 1), (3.4738921808608048e-15, 1), (3.5442026917464897e-15, 1), (0.011389072586664979, 1), (3.649045041825838e-15, 1), (3.626818897289885e-15, 1), (0.9043085163215867, 1), (3.206040034148261e-15, 1), (3.593967571463574e-15, 1), (3.63169780706607e-15, 1), (3.5699524933430204e-15, 1), (3.576945597355552e-15, 1), (3.598304380153516e-15, 1), (3.584860273214696e-15, 1), (0.6702336235941942, 1), (0.5791590957423136, 1), (3.6128868993734464e-15, 1), (3.586974467451043e-15, 1), (3.5973285981982794e-15, 1), (3.62459628283629e-15, 1), (3.597003337546534e-15, 1), (3.571416166275876e-15, 1), (0.923415261577929, 1), (0.6335817858913281, 1), (3.5526052585832524e-15, 1), (3.572066687579367e-15, 1), (3.603996441559065e-15, 1), (3.760013134179729e-15, 1), (1.990974659443756e-15, 1), (3.5668083070428125e-15, 1), (3.589630762773632e-15, 1), (3.55878521096642e-15, 1), (3.6211810459929605e-15, 1), (0.6869159370170351, 1), (3.567675668780801e-15, 1)]",Mycolic Acid Biosynthesis,MYCSacp56,"['Rv2246', 'Rv2245', 'Rv1483', 'Rv0098']",42.0 h_c + hexc_c + 15.0 malACP_c + 30.0 nadph_c --> 14.0 ACP_c + 15.0 co2_c + 16.0 h2o_c + mmeroacidACP_c + 30.0 nadp_c,"['Rv1483', 'Rv2245']"
PGL,3.545949885854571,0.06575830364367773,"[(4.627340077832025e-14, 25), (4.64473609316222e-14, 8), (4.6099440625018295e-14, 4), (4.636038085497123e-14, 2), (4.618642070166927e-14, 2), (0.4699116606714676, 1), (0.23107205852131654, 1), (0.7318321300226647, 1), (4.792602223468883e-14, 1), (0.7214101349459081, 1), (0.731832130022674, 1), (4.622991073999476e-14, 1), (0.46991166067149753, 1), (0.7214101349451993, 1)]",Pentose Phosphate Pathway,6-phosphogluconolactonase,['Rv1445c'],6pgl_c + h2o_c --> 6pgc_c + h_c,
PLCD,3.47592030806197,0.06838936447501263,"[(6.295624269630584e-13, 9), (6.294496829754217e-13, 8), (6.296751709506951e-13, 6), (6.297879149383317e-13, 2), (6.295906129599675e-13, 2), (0.6666666666668893, 1), (0.6666666666668846, 1), (0.21065402312160247, 1), (0.6666666666668887, 1), (0.6666666666668863, 1), (0.415210937448967, 1), (0.4152109374489827, 1), (0.6666666666672992, 1), (6.293369389877851e-13, 1), (0.6666666666668875, 1), (0.6666666666668885, 1), (0.666666666666888, 1), (0.21065402312190726, 1), (0.6666666666668896, 1), (0.2106540231216004, 1), (0.0, 1), (0.21065402312160034, 1), (0.6666666666668889, 1), (0.6666666666668865, 1), (6.295060549692401e-13, 1), (0.6666666666668862, 1), (1.0, 1), (0.4059839971939783, 1)]",Fatty Acid Metabolism,PLCD,['Rv1755c'],h2o_c + ptd1ino160_c --> 12dgr160_c + h_c + mi1p__D_c,
BKDA2,3.451019022106963,0.06935275533967777,"[(2.4059672464057087e-13, 5), (2.4054920405502067e-13, 4), (2.406917658116712e-13, 2), (2.40644245226121e-13, 2), (0.335439502360572, 1), (2.294293870362781e-13, 1), (2.4325787743138104e-13, 1), (0.5074661467981884, 1), (2.406204849333459e-13, 1), (2.405610842014082e-13, 1), (2.446597347051114e-13, 1), (0.32516580272516443, 1), (0.6340802664053983, 1), (0.516557972500002, 1), (5.549121336451389e-12, 1), (0.3251658027251153, 1), (0.6340802664053837, 1), (2.414996157660243e-13, 1), (2.362723513555043e-13, 1), (2.969086185175364e-13, 1), (0.09661335277789196, 1), (2.470120036898454e-13, 1), (0.6340802664053656, 1), (0.6340802664054379, 1), (0.6340802664053942, 1), (0.09465707172778727, 1), (2.5404505035127235e-13, 1), (2.2253890213150174e-13, 1), (0.06356149563741981, 1), (3.069829826541749e-13, 1), (0.32516580272515944, 1), (2.497206770662058e-13, 1), (0.3251658027251558, 1), (0.5074661467981726, 1), (0.029010805173947215, 1), (2.455626258305649e-13, 1), (2.777103019552629e-13, 1), (0.0966133527767757, 1), (2.357021043289021e-13, 1), (2.4378060387243305e-13, 1), (0.6339384676559954, 1)]",Lipid metabolism,BKDA2,"['Rv2497c', 'Rv2496c']",3mob_c + lpam_c --> 2mpdhl_c + co2_c,
MECDPS,3.448680351906043,0.06944400196917679,"[(0.6666666666666666, 14), (0.5833333333333333, 7), (0.7499999999999999, 6), (0.8333333333333333, 5), (0.7083333333333333, 5), (0.41666666666666663, 3), (0.9166666666666665, 3), (0.6249999999999999, 2), (0.6458333333333333, 1), (0.7916666666666665, 1), (0.5416666666666666, 1), (0.49999999999999994, 1), (0.6041666666666666, 1)]",Polyprenyl Metabolism,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",['Rv3581c'],2p4c2me_c --> 2mecdp_c + cmp_c,
PATS,3.4391798695247737,0.06981604346564498,"[(0.001098297638660077, 29), (0.0005491488193300384, 8), (0.0008237232289950577, 8), (0.0013728720483250961, 3), (0.0009610104338275673, 2)]",Fatty Acid Metabolism,PATS,[],5.0 h_c + ocdca_c + 4.0 tmlgnc_c + tre_c --> 5.0 h2o_c + pat_c,
GARFT,3.3117286186590444,0.07502622682013306,"[(0.13590201534285157, 7), (0.13590318494580644, 7), (0.1358996761369418, 5), (0.1358985065339869, 3), (0.13590786335762597, 3), (0.135897336931032, 3), (0.13589499772512226, 2), (0.1359066937546711, 2), (0.13590084573989666, 2), (0.1501489489363046, 1), (0.13590493935023878, 1), (0.13590903296058088, 1), (0.087652969446462, 1), (0.14225997700560591, 1), (0.13589382812216735, 1), (0.13590435454876132, 1), (0.08241607221596484, 1), (0.16272218070131733, 1), (0.15417589190997333, 1), (0.13590610895319366, 1), (0.13590376974728388, 1), (0.1537595132580343, 1), (0.13590552415171622, 1), (0.13590026093841923, 1), (0.13589909133546435, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylglycinamide formyltransferase,['Rv0956'],10fthf_c + gar_c --> fgam_c + h_c + thf_c,
