,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
QULNS,6.400000000070848,0.014748787378158473,"[(0.5019216166267857, 2), (0.5019216166267859, 2), (3.9619241914978787e-11, 2), (0.5019216166277948, 1), (5.739343028610122e-11, 1), (4.049813696199722e-11, 1), (3.9153097430855155e-11, 1), (0.5019216166265753, 1), (2.7573773125899592e-11, 1), (0.5019216166267889, 1), (0.5019216166275428, 1), (0.5019216166278206, 1), (3.96594224474911e-11, 1), (4.068467177736901e-11, 1), (0.5019216166277807, 1), (4.0643827713127134e-11, 1), (4.063375851071083e-11, 1), (0.5019216166278804, 1), (4.0706852819094586e-11, 1), (0.5019216166278225, 1), (4.063378279683949e-11, 1), (4.070391940169671e-11, 1), (5.4079183839372824e-11, 1), (3.677390770367994e-11, 1), (0.501921616627863, 1), (0.5019216166278118, 1), (0.5019216166276782, 1), (3.960919786605288e-11, 1), (0.5019216166268017, 1), (4.0623737880551847e-11, 1), (3.957119441150292e-11, 1), (0.5019216166267962, 1), (0.5019216166283593, 1), (2.762684872537058e-11, 1), (0.5019216166278622, 1), (0.5019216166267726, 1), (0.5019216166278209, 1), (4.2232966256106064e-11, 1), (0.5019216166267882, 1), (0.5019216166267682, 1), (0.5019216166278809, 1), (0.5019216166263295, 1), (4.064417379046059e-11, 1), (3.9579061382466474e-11, 1), (3.960417497422819e-11, 1), (2.7599328204785945e-11, 1), (3.9541060530001726e-11, 1)]",Pantothenate and CoA Metabolism,quinolinate synthase,['Rv1594'],dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,
NNDPR,6.400000000070843,0.014748787378158473,"[(0.5019216166267858, 4), (3.961924364970226e-11, 2), (0.5019216166277948, 1), (5.739343028610122e-11, 1), (4.049813696199722e-11, 1), (3.9153097430855155e-11, 1), (0.5019216166265753, 1), (2.757377399326133e-11, 1), (0.5019216166267889, 1), (0.5019216166275428, 1), (0.5019216166278206, 1), (3.965942158012936e-11, 1), (4.068467177736901e-11, 1), (0.5019216166277807, 1), (4.0643826845765396e-11, 1), (4.063375851071083e-11, 1), (0.5019216166278804, 1), (4.0706861492711965e-11, 1), (0.5019216166278225, 1), (4.063378192947775e-11, 1), (4.0703920269058447e-11, 1), (5.4079183839372824e-11, 1), (3.677390770367994e-11, 1), (0.5019216166278632, 1), (0.5019216166278118, 1), (0.5019216166276782, 1), (3.960919873341462e-11, 1), (0.5019216166268018, 1), (4.0623737880551847e-11, 1), (3.957119441150292e-11, 1), (0.5019216166267962, 1), (0.5019216166283593, 1), (2.7626849592732317e-11, 1), (0.5019216166278622, 1), (0.5019216166267727, 1), (0.5019216166278209, 1), (4.22329671234678e-11, 1), (0.5019216166267884, 1), (0.5019216166267682, 1), (0.501921616627881, 1), (0.5019216166263295, 1), (4.064417379046059e-11, 1), (3.9579061382466474e-11, 1), (3.960417410686645e-11, 1), (2.7599328204785945e-11, 1), (3.954105966263999e-11, 1)]",Pantothenate and CoA Metabolism,nicotinate-nucleotide diphosphorylase (carboxylating),['Rv1596'],2.0 h_c + prpp_c + quln_c --> co2_c + nicrnt_c + ppi_c,
NAPRTr,6.400000000048975,0.014748787378318294,"[(0.4980783833857998, 25), (0.9999999999869422, 20), (0.9999999999999999, 3), (0.9999999999738846, 2)]",Pantothenate and CoA Metabolism,,"['Rv1330c', 'Rv0573c']",h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,
NNAM,6.400000000047085,0.014748787378332101,"[(0.4980783833855449, 25), (0.9999999999864302, 22), (0.9999999999728604, 2), (1.0, 1)]",Pantothenate and CoA Metabolism,Nicotinamidase,['Rv2043c'],h2o_c + ncam_c <=> nac_c + nh4_c,['Rv2043c']
DM_ncam_c,6.399999999999987,0.014748787378676352,"[(0.5019216166076963, 25), (0.0, 25)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
CHSTEROLt,5.643416467067962,0.021561843430720148,"[(1.0, 33), (0.17681785755636648, 7), (0.9999999999999998, 7), (0.0, 3)]",Transport,MNXR1163,"['Rv3495c', 'Rv3497c', 'Rv3501c', 'Rv3498c', 'Rv3500c', 'Rv3499c', 'Rv3494c', 'Rv3496c']",atp_c + chsterol_e + h2o_c --> adp_c + chsterol_c + h_c + pi_c,['Rv3498c']
ASPO5,5.4257787958999275,0.024096867170784308,"[(0.0, 15), (0.5050123265140114, 2), (0.505012326515081, 2), (0.004102215921288346, 1), (0.505012326513802, 1), (0.5029092743031445, 1), (0.5050123265147636, 1), (0.5050123265150396, 1), (0.004446953022036765, 1), (0.5050123265140112, 1), (0.5029092743041302, 1), (0.006205268107425353, 1), (0.0062052681074155035, 1), (0.006205268107490756, 1), (0.5050123265150417, 1), (0.00620526810741537, 1), (0.006205268107485073, 1), (0.5050123265150309, 1), (0.505012326514884, 1), (0.5050123265140113, 1), (0.5050123265140287, 1), (0.006205268107405388, 1), (0.006205268106359376, 1), (0.5050123265140216, 1), (0.505012326515575, 1), (0.5050123265150398, 1), (0.006205268109004632, 1), (0.502909274303144, 1), (0.5050123265150996, 1), (0.505012326513558, 1), (0.006205268106367194, 1), (0.006205268106392151, 1), (0.006205268106407126, 1), (0.0062052680944655785, 1)]","Alanine, Aspartate, and Glutamate Metabolism",L-aspartate oxidase,['Rv1595'],asp__L_c + fum_c --> h_c + iasp_c + succ_c,
PGM,4.994457767578239,0.030118442694450347,"[(0.5380083085389344, 1), (0.3263837153215121, 1), (0.8230370823853548, 1), (0.1638788258317021, 1), (0.9432449348629603, 1), (0.40619965131864433, 1), (0.32711293380559425, 1), (0.3271129338004357, 1), (0.5380083085404266, 1), (0.7558155844628942, 1), (0.8230370799077065, 1), (0.32711293380246786, 1), (0.9548457371351873, 1), (0.16387882583656221, 1), (0.32638371567637137, 1), (0.5380083085420466, 1), (0.755815584449806, 1), (0.5138130660929789, 1), (0.3263837156729892, 1), (0.5509388879817294, 1), (0.7558155844506871, 1), (0.5807162544313087, 1), (0.35678929260454595, 1), (0.7565448025752488, 1), (0.7565448025750641, 1), (0.5138130660822924, 1), (0.4061996513262329, 1), (0.5442186430219351, 1), (0.9548457371389958, 1), (0.3505789581247285, 1), (0.32638371567516344, 1), (0.9999999999825064, 1), (0.5380083085445619, 1), (0.4168374286627028, 1), (0.6363369476112979, 1), (0.768145604847561, 1), (0.9548457371354573, 1), (0.5831625713849036, 1), (0.3505789581333829, 1), (0.5589673289368733, 1), (0.7565448025785599, 1), (0.3642387669139566, 1), (0.35130817624080635, 1), (0.9432449348622072, 1), (0.3820044088722483, 1), (0.13968358337950804, 1), (0.3957332209698734, 1), (0.3505789581305123, 1), (0.7558155844397163, 1), (0.8230370799227131, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate mutase,"['Rv0489', 'Rv3214']",2pg_c <=> 3pg_c,
ENO,4.994457767578232,0.030118442694450454,"[(0.46199169146106556, 1), (0.6736162846784879, 1), (0.17696291761464522, 1), (0.8361211741682979, 1), (0.05675506513703965, 1), (0.5938003486813557, 1), (0.6728870661944057, 1), (0.6728870661995643, 1), (0.4619916914595734, 1), (0.2441844155371058, 1), (0.17696292009229353, 1), (0.6728870661975321, 1), (0.04515426286481272, 1), (0.8361211741634378, 1), (0.6736162843236286, 1), (0.4619916914579534, 1), (0.244184415550194, 1), (0.48618693390702106, 1), (0.6736162843270108, 1), (0.4490611120182706, 1), (0.24418441554931292, 1), (0.4192837455686913, 1), (0.643210707395454, 1), (0.2434551974247512, 1), (0.24345519742493593, 1), (0.4861869339177076, 1), (0.5938003486737671, 1), (0.4557813569780649, 1), (0.04515426286100421, 1), (0.6494210418752715, 1), (0.6736162843248366, 1), (1.7493562154413667e-11, 1), (0.46199169145543806, 1), (0.5831625713372972, 1), (0.3636630523887021, 1), (0.231854395152439, 1), (0.045154262864542716, 1), (0.41683742861509643, 1), (0.6494210418666171, 1), (0.4410326710631267, 1), (0.24345519742144006, 1), (0.6357612330860434, 1), (0.6486918237591937, 1), (0.056755065137792826, 1), (0.6179955911277517, 1), (0.860316416620492, 1), (0.6042667790301266, 1), (0.6494210418694877, 1), (0.2441844155602837, 1), (0.17696292007728687, 1)]",Glycolysis/Gluconeogenesis,enolase,['Rv1023'],2pg_c <=> h2o_c + pep_c,
GLYCL,4.95069058021705,0.030814551593265,"[(0.0, 3), (0.9668621843302023, 1), (0.7276223495718124, 1), (0.9257052809016405, 1), (0.9257052061593052, 1), (0.1847336048892666, 1), (0.925705206167546, 1), (0.76877932821877, 1), (0.7276223500434303, 1), (0.9668621843330382, 1), (0.1847336048959469, 1), (0.2631965438586124, 1), (0.7276223500432349, 1), (0.263196543876211, 1), (0.9257052061655493, 1), (0.7687793282149553, 1), (0.92570520615686, 1), (0.7687793281984248, 1), (0.7687793281999905, 1), (0.9257050370977261, 1), (0.16415511580752898, 1), (0.2631965438732528, 1), (0.9999999999854832, 1), (0.1847336048924163, 1), (0.7687793281797433, 1), (0.9257052061666763, 1), (1.0, 1), (0.9257052061695632, 1), (0.727622350048497, 1), (0.2631965438754392, 1), (0.9257052062231736, 1), (0.2631965438684685, 1), (0.2631965438582369, 1), (0.26319654387635866, 1), (0.9668621843371694, 1), (0.925705206168123, 1), (0.9257052062435344, 1), (0.7276223500430873, 1), (0.16415511581128006, 1), (0.9257052061759875, 1), (0.9257052061078511, 1), (0.18473360488875296, 1), (0.7276223500341412, 1), (0.7276223499512082, 1), (0.925705206149619, 1), (0.9257052061700395, 1), (0.16415511580553058, 1), (0.030239259702591118, 1)]",Folate Metabolism,Glycine Cleavage System,['Rv1826'],gly_c + nad_c + thf_c --> co2_c + mlthf_c + nadh_c + nh4_c,
PGCD,4.812285776734467,0.03313256001239178,"[(1.0, 20), (0.13680792792390398, 2), (0.13680792792330734, 1), (0.1107272063176429, 1), (0.13680792792341886, 1), (0.13680792792341226, 1), (0.1107272063492647, 1), (0.11072720634893984, 1), (0.13680792792343036, 1), (0.11072720634978123, 1), (0.1368079279286299, 1), (0.11072720634919661, 1), (0.13680792792389823, 1), (0.11072720635716132, 1), (0.11072720634911817, 1), (0.16358475404319942, 1), (0.13680792792426577, 1), (0.11072720635583508, 1), (0.13680792792392715, 1), (0.13680792792341906, 1), (0.11072720634915123, 1), (0.1368079279340782, 1), (0.13680792792342145, 1), (0.13680792792341154, 1), (0.11072720634954905, 1), (0.16358475404282183, 1), (0.1368079279238997, 1), (0.11072720634925512, 1), (0.11072720634871708, 1), (0.13680792792912694, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate dehydrogenase,"['Rv2996c', 'Rv0728c']",3pg_c + nad_c --> 3php_c + h_c + nadh_c,['Rv2996c']
PSERT,4.812285776734467,0.03313256001239178,"[(1.0, 20), (0.13680792792390398, 2), (0.13680792792330734, 1), (0.1107272063176429, 1), (0.13680792792341886, 1), (0.13680792792341226, 1), (0.1107272063492647, 1), (0.11072720634893984, 1), (0.13680792792343036, 1), (0.11072720634978123, 1), (0.13680792792862986, 1), (0.11072720634919661, 1), (0.13680792792389823, 1), (0.11072720635716132, 1), (0.11072720634911817, 1), (0.16358475404319942, 1), (0.13680792792426577, 1), (0.11072720635583508, 1), (0.13680792792392715, 1), (0.13680792792341906, 1), (0.11072720634915123, 1), (0.1368079279340782, 1), (0.13680792792342145, 1), (0.13680792792341154, 1), (0.11072720634954905, 1), (0.16358475404282183, 1), (0.1368079279238997, 1), (0.11072720634925512, 1), (0.11072720634871708, 1), (0.13680792792912694, 1)]",Glycolysis/Gluconeogenesis,phosphoserine transaminase,['Rv0884c'],3php_c + glu__L_c --> akg_c + pser__L_c,
PSP_L,4.633716630130838,0.036405656476399394,"[(0.9646144838351454, 9), (1.0, 3), (0.9999932220812646, 3), (0.10142241176426894, 2), (0.964614483840365, 2), (0.10142241176367225, 1), (0.11072042840920676, 1), (0.1014224117637838, 1), (0.1014224117637772, 1), (0.11072042843870661, 1), (0.11072042843837768, 1), (0.1014224117637953, 1), (0.11072042843922314, 1), (0.10142241176377531, 1), (0.11072042843862337, 1), (0.10142241176426314, 1), (0.999999999999996, 1), (0.11072720635716068, 1), (0.11072042843856084, 1), (0.12819923788356435, 1), (0.9999932220812642, 1), (0.10142241176463068, 1), (0.11072720635583505, 1), (0.10142241176429206, 1), (0.101422411763784, 1), (0.11072042843859317, 1), (0.10142241176922356, 1), (0.10142241176378633, 1), (0.10142241176377648, 1), (0.11072042843899096, 1), (0.12819923788318677, 1), (0.10142241176426461, 1), (0.11072042843869703, 1), (0.11072720634871705, 1), (0.10142241176427236, 1), (0.9999932220895602, 1)]",Glycolysis/Gluconeogenesis,phosphoserine phosphatase (L-serine),"['Rv0505c', 'Rv0018c', 'Rv3042c']",h2o_c + pser__L_c --> pi_c + ser__L_c,
PYRt2r,4.522151996492615,0.038627154945136896,"[(0.9028469825920121, 46), (0.8998203108418275, 1), (0.9651154484015139, 1), (0.9424278415360072, 1), (0.9029998392714027, 1)]",Transport,,['Rv1902c'],h_e + pyr_e <=> h_c + pyr_c,
PPNDH,4.496905367711876,0.03914999241094037,"[(0.6568721537208134, 31), (0.2954517691212135, 14), (0.7940848038620262, 1), (6.690051290725307e-12, 1), (0.7940848038635505, 1), (0.7940848038608752, 1), (1.0, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",prephenate dehydratase,['Rv3838c'],h_c + pphn_c --> co2_c + h2o_c + phpyr_c,
PHETA1,4.49690536771175,0.039149992410943024,"[(0.3431278462791868, 31), (0.7045482308787865, 14), (0.20591519613797382, 1), (0.9999999999933099, 1), (0.20591519613644949, 1), (0.205915196139125, 1), (0.0, 1)]",Other Amino Acid Metabolism,phenylalanine transaminase,"['Rv3565', 'Rv0337c']",akg_c + phe__L_c <=> glu__L_c + phpyr_c,['Rv3565']
TPI,4.216935843586092,0.04549227841670843,"[(0.42086429414500515, 1), (0.8252440915036345, 1), (0.7861987618147452, 1), (0.913743166871015, 1), (0.4306339366626588, 1), (0.7861987639019077, 1), (0.5289026548330469, 1), (0.5289026548369264, 1), (0.4208642941437546, 1), (0.8252440911951169, 1), (0.7861987638982839, 1), (0.528902654835349, 1), (0.4208642941437404, 1), (0.9137431668683718, 1), (0.8252440912046097, 1), (0.42086429414158033, 1), (0.8252440912040697, 1), (0.43063393665998717, 1), (0.8252440912069829, 1), (0.42086430359275084, 1), (0.8252440912050787, 1), (0.9137431668595752, 1), (0.8122056689568353, 1), (0.5289026548370259, 1), (0.5289026548377933, 1), (0.4306339366690679, 1), (0.7861987638898569, 1), (0.41759551440814846, 1), (0.42086429414094084, 1), (0.8154744486903382, 1), (0.8252440912062013, 1), (0.39709756470470836, 1), (0.42086429413926396, 1), (0.9999999999355111, 1), (0.8844674820873593, 1), (0.519133012319017, 1), (0.4208642941443088, 1), (0.39709756470684, 1), (0.8154744486822381, 1), (0.4068672072207704, 1), (0.5289026548353206, 1), (0.5191330123193865, 1), (0.5191330123273019, 1), (0.430633936663412, 1), (0.7959684064079937, 1), (0.9235128093877591, 1), (0.79170771925331, 1), (0.8154744486881214, 1), (0.8252440912279582, 1), (0.7861987638885637, 1)]",Glycolysis/Gluconeogenesis,triose-phosphate isomerase,['Rv1438'],dhap_c <=> g3p_c,
SERD_L,3.8180376397833804,0.056543752754661926,"[(0.0, 30), (0.9405609301403595, 1), (0.808836508508786, 1), (0.8088365084976017, 1), (0.753826727894341, 1), (0.7538267278794186, 1), (0.7483715149449368, 1), (0.8155720356504965, 1), (0.7538267278825512, 1), (0.8088365085071999, 1), (0.8088365085060034, 1), (0.7538267278765426, 1), (0.753826727883649, 1), (0.7538267278847268, 1), (0.7538267278948657, 1), (0.7538267278839169, 1), (0.97067185482561, 1), (0.8155720356468625, 1), (0.8088365085094278, 1), (0.8155720356614417, 1), (0.6775776843015884, 1)]",Cysteine and methionine metabolism,L-serine deaminase,['Rv0069c'],ser__L_c --> nh4_c + pyr_c,
CHORM,3.788017688328476,0.05748718236212449,"[(0.885897214433536, 31), (0.4141144010910499, 14), (0.9999999999952808, 1), (5.663358670915386e-12, 1), (0.9999999999965482, 1), (0.9999999999943233, 1), (1.0, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",chorismate mutase,"['Rv0948c', 'Rv1885c']",chor_c --> pphn_c,
THRD_Lr,3.744154142540509,0.05889686385046874,"[(0.0, 14), (0.9999999999518167, 1), (0.5576595473806604, 1), (0.99999999995441, 1), (0.9999999999544312, 1), (0.20513239276593956, 1), (0.9999999999547465, 1), (0.20513239274497627, 1), (0.5576595474001339, 1), (0.20513239274711279, 1), (0.20513239274454945, 1), (0.20487541318609565, 1), (0.20487541317537097, 1), (0.20513239274521705, 1), (0.5576595474001317, 1), (0.20513239275510967, 1), (0.999999999954687, 1), (0.20487541316821392, 1), (0.20513239274570316, 1), (0.2048754131714406, 1), (0.9999999999656759, 1), (0.5576595474016834, 1), (0.5576595474001319, 1), (0.5576595474001311, 1), (0.5576595474642679, 1), (0.9999999999656818, 1), (0.5576595473984594, 1), (0.5576595473938583, 1), (0.5576595473938474, 1), (0.20513239275515918, 1), (0.9999999999626791, 1), (0.5576595474001061, 1), (0.20487541317549593, 1), (0.20513239274507236, 1), (0.20487541351821503, 1), (0.5576595474001325, 1), (0.5576595474001337, 1)]",Cysteine and methionine metabolism,,['Rv1559'],thr__L_c --> 2obut_c + nh4_c,
SHSL4r,3.7441541415438757,0.058896863882926316,"[(0.44234045235863073, 13), (0.9999999994876164, 2), (9.821143898136597e-12, 1), (0.9999999999999999, 1), (8.67511618096728e-12, 1), (8.664291506477184e-12, 1), (0.7948676068249798, 1), (0.9999999994868746, 1), (8.526013228760121e-12, 1), (0.7948676068620713, 1), (0.7948676068438085, 1), (0.9999999994868582, 1), (0.7948676068402092, 1), (0.9999999994933443, 1), (0.7951245864044331, 1), (0.7951245864097866, 1), (0.794867606839353, 1), (0.7948676068357283, 1), (8.61866134016509e-12, 1), (0.9999999994980181, 1), (0.7951245864213097, 1), (0.7948676068395797, 1), (0.795124586399888, 1), (3.688993555073239e-12, 1), (0.9999999994869719, 1), (0.9999999994868256, 1), (3.689160088526933e-12, 1), (0.9999999994909676, 1), (0.9999999994871545, 1), (0.7948676068357606, 1), (0.9999999994932528, 1), (5.016764781373695e-12, 1), (0.7951245864092025, 1), (0.7948676068402106, 1), (0.795124586072584, 1), (0.999999999491087, 1), (0.9999999994932548, 1)]",Cysteine and methionine metabolism,"O-succinylhomoserine lyase (elimination), reversible",['Rv1079'],h2o_c + suchms_c <=> 2obut_c + h_c + nh4_c + succ_c,
HSK,3.744154141270977,0.058896863891813714,"[(5.263862679072417e-10, 2), (0.5576595476328189, 2), (5.252130952371203e-10, 2), (5.351049603419256e-10, 2), (0.999999999932662, 1), (1.4284351479432189e-11, 1), (0.5576595475832243, 1), (0.9999999999362391, 1), (0.999999999937531, 1), (0.20513239318980026, 1), (5.254295887269222e-10, 1), (0.9999999999381214, 1), (0.20513239319378307, 1), (0.20513239317097398, 1), (0.2051323931586161, 1), (5.349882759020375e-10, 1), (0.2048754136097034, 1), (0.20487541359065597, 1), (0.20513239315925647, 1), (0.5576595476328162, 1), (0.2051323932576926, 1), (0.9999999999378816, 1), (6.046999567743683e-10, 1), (0.20487541354808536, 1), (0.20513239316084586, 1), (0.20487541356532046, 1), (0.9999999999584787, 1), (0.5576595476343692, 1), (0.5576595476328164, 1), (5.25387289229684e-10, 1), (0.5576595477986274, 1), (0.9999999999584829, 1), (5.91066084965064e-10, 1), (0.5576595476285574, 1), (5.256670654318896e-10, 1), (0.5576595476165037, 1), (0.5576595476168106, 1), (0.2051323931790202, 1), (0.999999999952894, 1), (0.5576595476426099, 1), (0.20487541359006178, 1), (0.20513239316213416, 1), (0.20487541394221565, 1), (0.5576595476330516, 1), (0.5576595476328184, 1), (7.029110626888269e-10, 1)]",Glycolysis/Gluconeogenesis,homoserine kinase,['Rv1296'],atp_c + hom__L_c --> adp_c + h_c + phom_c,
THRS,3.7441541412709594,0.05889686389181432,"[(5.263862679072417e-10, 2), (5.252130952371203e-10, 2), (0.5576595476328166, 2), (5.351049603419256e-10, 2), (0.9999999999326623, 1), (1.4284351479432189e-11, 1), (0.5576595475832244, 1), (0.9999999999362392, 1), (0.9999999999375315, 1), (0.2051323931898006, 1), (5.254296997492247e-10, 1), (0.9999999999381217, 1), (0.20513239319378318, 1), (0.5576595476328188, 1), (0.2051323931709741, 1), (0.2051323931586162, 1), (5.349880538574325e-10, 1), (0.20487541360970352, 1), (0.20487541359065609, 1), (0.20513239315925658, 1), (0.2051323932576925, 1), (0.9999999999378819, 1), (6.046999567743683e-10, 1), (0.20487541354808547, 1), (0.20513239316084575, 1), (0.20487541356532057, 1), (0.9999999999584783, 1), (0.5576595476343675, 1), (0.5576595476328168, 1), (5.25387289229684e-10, 1), (0.557659547798627, 1), (0.9999999999584843, 1), (5.91065862920459e-10, 1), (0.5576595476285573, 1), (5.256670654318896e-10, 1), (0.5576595476165036, 1), (0.5576595476168107, 1), (0.20513239317902232, 1), (0.9999999999528943, 1), (0.55765954764261, 1), (0.20487541359006167, 1), (0.20513239316213405, 1), (0.20487541394221553, 1), (0.5576595476330517, 1), (0.5576595476328186, 1), (7.029110626888269e-10, 1)]",Glycolysis/Gluconeogenesis,threonine synthase,['Rv1295'],h2o_c + phom_c --> pi_c + thr__L_c,
CYSK2_I,3.6610262243260316,0.06167371995762932,"[(1.0, 23), (0.3617148034262673, 17), (0.0, 10)]",Cysteine and methionine metabolism,O-Phospho-L-Serine-dependent S-Suflocysteine Synthase,['Rv0848'],h_c + pser__L_c + tsul_c --> pi_c + scys__L_c,['Rv0848']
VALTA,3.612049002573701,0.0633769672468188,"[(0.8298273192330399, 1), (0.7482043399061, 1), (0.5445090516212616, 1), (0.33205804610473333, 1), (0.9835457052620686, 1), (0.38547962124022295, 1), (0.7662897392066785, 1), (0.7662897392055559, 1), (0.8298273192333605, 1), (0.9120387312873373, 1), (0.5445090533617343, 1), (0.39344901519310227, 1), (0.9888567513558693, 1), (0.70489877011945, 1), (0.37536361635158233, 1), (0.45698659522045393, 1), (0.16614872152672966, 1), (0.44687059033045706, 1), (0.37536361635075544, 1), (0.4619197990182409, 1), (0.5391980072714206, 1), (0.4910874782290371, 1), (0.3854796212425633, 1), (0.9301241301257672, 1), (0.9301241301260337, 1), (0.4468705903280812, 1), (0.3854796212426095, 1), (0.8298273192342176, 1), (0.6160160273437247, 1), (0.7583203452551945, 1), (0.7482043403642678, 1), (0.6289362744567759, 1), (0.8298273192312884, 1), (0.4441958938640589, 1), (0.49108747822344156, 1), (0.562594452206647, 1), (0.6160160273428978, 1), (0.4699068423338213, 1), (0.3854796212450058, 1), (0.4597908374430286, 1), (0.5572834061136671, 1), (0.40849822509103806, 1), (0.7764057440940881, 1), (0.6107049812488725, 1), (0.7482043403637251, 1), (0.694782765222727, 1), (0.39839986835554253, 1), (0.3854796212437721, 1), (0.5391980072717626, 1), (0.5445090533654806, 1)]","Valine, Leucine, and Isoleucine Metabolism",valine transaminase,['Rv2210c'],akg_c + val__L_c <=> 3mob_c + glu__L_c,
PHEt2r,3.369247427292364,0.07262341109807614,"[(0.9999999999999998, 11), (0.6392134092594015, 5), (0.3113085958052595, 4), (0.3113085958051147, 3), (0.3113085958050982, 2), (0.45294341828733997, 1), (0.3113085957966164, 1), (0.6392134092592409, 1), (0.31130859580510295, 1), (0.3113085958056734, 1), (0.6392134092592373, 1), (0.31130859580509784, 1), (0.452943418289696, 1), (0.31130859580525294, 1), (0.3113085958050964, 1), (0.31130859580525916, 1), (0.6392134092593604, 1), (0.6392134092592567, 1), (0.31130859580475967, 1), (0.3113085958050953, 1), (0.18682007671426215, 1), (0.3113085958069467, 1), (0.6392134092593584, 1), (0.5377396581262376, 1), (0.1868200767127175, 1), (0.18682007671530654, 1), (0.780848231739549, 1), (0.31130859580510284, 1), (0.0, 1), (0.31130859580520387, 1)]",Transport,L-phenylalanine reversible transport via proton symport,[],h_e + phe__L_e <=> h_c + phe__L_c,
