,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
MSHAMID,6.19718718600717,0.01925287589229253,"[(1.0, 26), (0.0, 1), (0.8371034306561258, 1), (0.3899083309217982, 1)]",Sulfur metabolism,MSHAMID,['Rv1082'],bmnmsh_c + h2o_c --> acysbmn_c + igam_c,
FOLR2,5.320197089623159,0.028987364933456303,"[(0.9999999392356801, 20), (0.9999999392356803, 3), (0.99999993923568, 1), (1.859602428878482e-08, 1), (0.9999999587781468, 1), (0.0, 1), (0.9999999392408313, 1), (0.9999999386047185, 1)]",Folate Metabolism,folate reductase,['Rv2671'],dhf_c + h_c + nadph_c --> nadp_c + thf_c,
DHFR,5.320197044334975,0.028987365559158165,"[(0.0, 27), (1.0, 2)]",Folate Metabolism,dihydrofolate reductase,['Rv2763c'],dhf_c + h_c + nadph_c <=> nadp_c + thf_c,['Rv2763c']
HMPK2,5.320197044334975,0.028987365559158165,"[(0.0, 27), (0.9999999985092244, 1), (0.9999999988366646, 1)]",Cofactor and Prosthetic Group Biosynthesis,HMPK2,['Rv0422c'],4ahmmp_c + ctp_c --> 4ampm_c + cdp_c + h_c,
HMPK1,4.929978824832327,0.03497827008154837,"[(0.0, 14), (0.9999999957721452, 3), (0.9999999957716069, 2), (0.9999999954447046, 1), (0.9999999953296117, 1), (0.9999999955735397, 1), (0.9999999969264426, 1), (0.9999999957716547, 1), (0.9999999955727276, 1), (0.9999999957717849, 1), (0.9999999955723741, 1), (0.9999999956353786, 1), (0.8676071623386588, 1)]",Cofactor and Prosthetic Group Biosynthesis,hydroxymethylpyrimidine kinase (ATP),['Rv0422c'],4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c,
ICL,4.667466515798514,0.03977834304520647,"[(0.0, 13), (0.582151167996043, 1), (0.3127722443964529, 1), (0.8951558730969515, 1), (0.31277224435857176, 1), (0.31277224444255475, 1), (0.2581138926991658, 1), (0.31277224439601137, 1), (0.3127722442335117, 1), (0.3127722443107865, 1), (0.31277224440214163, 1), (0.8951558730589224, 1), (0.31277224436164597, 1), (0.31277224438389567, 1), (0.31277224437329015, 1), (0.31277696775434505, 1), (0.31277224438833034, 1)]",Glyoxylate Metabolism,Isocitrate lyase,"['Rv1916', 'Rv0467', 'Rv1915']",icit_c --> glx_c + succ_c,
CHSTEROLt,3.7544691801964403,0.06319139969125694,"[(1.0, 10), (0.0, 10), (0.8195145461204039, 9)]",Transport,MNXR1163,"['Rv3495c', 'Rv3497c', 'Rv3501c', 'Rv3498c', 'Rv3500c', 'Rv3499c', 'Rv3494c', 'Rv3496c']",atp_c + chsterol_e + h2o_c --> adp_c + chsterol_c + h_c + pi_c,['Rv3498c']
GLUt2r,3.561597179190548,0.06992550518724207,"[(0.8941650390625, 17), (0.89404296875, 2), (0.894622802734375, 1), (0.88690185546875, 1), (0.86383056640625, 1), (0.893707275390625, 1), (0.894927978515625, 1), (0.896148681640625, 1), (0.91278076171875, 1), (0.893585205078125, 1), (0.89410400390625, 1), (0.89422607421875, 1)]",Transport,L glutamate transport via proton symport  reversible,[],glu__L_e + h_e <=> glu__L_c + h_c,
PSP_L,3.456908918707849,0.07391863824736887,"[(0.6869049993079477, 1), (0.5160486594852609, 1), (0.3564819904312837, 1), (0.5160486594894398, 1), (0.35648199040612877, 1), (0.44721147300248065, 1), (0.1857526735709285, 1), (0.24089846914172447, 1), (0.6867712157562649, 1), (0.35648199085249416, 1), (0.3564819904423906, 1), (0.3564819905479782, 1), (0.23986566959280814, 1), (0.2731797362972326, 1), (0.05240088078080976, 1), (0.17647819428239508, 1), (1.0, 1), (0.5160486594868587, 1), (0.3248008682671679, 1), (0.32480086832047506, 1), (0.5160486594786644, 1), (0.5160486594804046, 1), (0.2837009098948732, 1), (0.5160486594868352, 1), (0.24811566068936075, 1), (0.6356287293057681, 1), (0.5160486594868592, 1), (0.6009289215310492, 1), (0.5160486592319122, 1)]",Glycolysis/Gluconeogenesis,phosphoserine phosphatase (L-serine),"['Rv0505c', 'Rv0018c', 'Rv3042c']",h2o_c + pser__L_c --> pi_c + ser__L_c,
FACOAE180,3.4185918473144503,0.07544435221685526,"[(2.2205840664845105e-13, 19), (0.6283562936842306, 1), (0.6247983176855721, 1), (0.005857263460795454, 1), (1.0000000000000002, 1), (0.6308951351955199, 1), (0.6192999148276841, 1), (0.005812267564893149, 1), (0.005857263460706249, 1), (0.00576344197902638, 1), (0.6550568959738289, 1)]",Fatty Acid Metabolism,Fatty-acid-CoA thioesterase (octadecanoate),"['Rv1618', 'Rv2605c', 'Rv0098']",h2o_c + stcoa_c --> coa_c + h_c + ocdca_c,
FACOAL180,3.418351174270334,0.0754540477228776,"[(1.9520082558648477e-13, 7), (2.2620930288532876e-13, 4), (0.00585726346071037, 4), (0.6283562936842322, 1), (1.221176181115109e-13, 1), (0.6247983176856015, 1), (2.5415138631795373e-13, 1), (0.0, 1), (1.0, 1), (0.6308951351955218, 1), (2.274676892392025e-13, 1), (0.6192999148276548, 1), (1.9502691560798331e-13, 1), (1.9535340698271718e-13, 1), (0.6550568959738303, 1), (1.370000465547815e-13, 1), (1.3699840589460694e-13, 1)]",Fatty Acid Metabolism,fatty-acid--CoA ligase (octadecanoate),"['Rv1550', 'Rv3826', 'Rv2950c', 'Rv1529', 'Rv0214', 'Rv1185c', 'Rv2590', 'Rv0099', 'Rv2930', 'Rv3801c', 'Rv3561', 'Rv1427c', 'Rv3515c', 'Rv3506', 'Rv0270', 'Rv0119', 'Rv0035', 'Rv0852', 'Rv1750c', 'Rv1925', 'Rv2948c', 'Rv2941', 'Rv0404', 'Rv1193', 'Rv1058', 'Rv1549', 'Rv3089', 'Rv1521', 'Rv0166', 'Rv2187', 'Rv0551c', 'Rv1206', 'Rv2505c', 'Rv3513c']",atp_c + coa_c + ocdca_c <=> amp_c + ppi_c + stcoa_c,['Rv2930']
PGCD,3.3459903998811598,0.07843438450714936,"[(0.6933400547462335, 1), (0.5115149121610627, 1), (0.35982158087767435, 1), (0.5115149121652931, 1), (0.35982158084602894, 1), (0.44203284594783326, 1), (0.1781314753185044, 1), (0.23378706300187793, 1), (0.6932050178896019, 1), (0.3598215813155199, 1), (0.35982158088549765, 1), (0.3598215809985282, 1), (0.24211277638058523, 1), (0.2757389355387582, 1), (0.043523593724216166, 1), (0.17813147525753106, 1), (1.0, 1), (0.5115149121626753, 1), (0.3278436639991807, 1), (0.32784366405297355, 1), (0.5115149121544044, 1), (0.5115149121561607, 1), (0.28635867347015653, 1), (0.5115149121626515, 1), (0.24107186655949944, 1), (0.6415834190019807, 1), (0.5115149121626759, 1), (0.6053182558797124, 1), (0.511514912162677, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate dehydrogenase,"['Rv2996c', 'Rv0728c']",3pg_c + nad_c --> 3php_c + h_c + nadh_c,['Rv2996c']
PSERT,3.3459903998811567,0.07843438450714953,"[(0.6933400547462335, 1), (0.5115149121610627, 1), (0.35982158087767435, 1), (0.5115149121652931, 1), (0.35982158084602894, 1), (0.44203284594783326, 1), (0.1781314753185044, 1), (0.23378706300187788, 1), (0.6932050178896019, 1), (0.3598215813155199, 1), (0.35982158088549765, 1), (0.35982158099852823, 1), (0.24211277638058523, 1), (0.27573893553875833, 1), (0.043523593724216166, 1), (0.17813147525753106, 1), (1.0, 1), (0.5115149121626754, 1), (0.3278436639991807, 1), (0.32784366405297355, 1), (0.5115149121544044, 1), (0.5115149121561607, 1), (0.28635867347015653, 1), (0.5115149121626515, 1), (0.24107186655949944, 1), (0.6415834190019807, 1), (0.5115149121626759, 1), (0.6053182558797129, 1), (0.511514912162677, 1)]",Glycolysis/Gluconeogenesis,phosphoserine transaminase,['Rv0884c'],3php_c + glu__L_c --> akg_c + pser__L_c,
EX_phdca,3.119198647144735,0.08868127811481415,"[(0.0, 16), (0.47620496600005024, 1), (0.4881252309275805, 1), (0.38565905773534936, 1), (0.47620496601027684, 1), (0.47620496600490403, 1), (0.47620496600332524, 1), (0.17386705032114289, 1), (0.6283370283280793, 1), (0.38565905773514414, 1), (0.942485461595036, 1), (0.47620496600328005, 1), (1.0, 1), (0.4762049660069708, 1)]",Exchange,,[],phdca_e --> ,
PHDCAt,3.1191986471447097,0.08868127811481522,"[(0.9999999999999107, 16), (0.523795033999903, 1), (0.511874769072374, 1), (0.6143409422645958, 1), (0.5237950339896764, 1), (0.5237950339950492, 1), (0.523795033996628, 1), (0.8261329496787834, 1), (0.37166297167188767, 1), (0.614340942264801, 1), (0.057514538404958904, 1), (0.5237950339966733, 1), (0.0, 1), (0.5237950339929824, 1)]",Transport,PHDCAt,[],phdca_e <=> phdca_c,
CHRPL,3.1180867429562884,0.08873515115119436,"[(0.0019749652108611293, 2), (0.0019749652141121676, 2), (0.0019749652141127227, 1), (0.4778664351340278, 1), (0.001974965209796592, 1), (0.0019749652145940044, 1), (0.48780388747718484, 1), (0.0019749652160926667, 1), (0.0019749652256769445, 1), (0.0019749652128329687, 1), (0.001974965214096014, 1), (0.3873801352082846, 1), (0.001974965212214491, 1), (0.001974965211066826, 1), (0.001974965210886359, 1), (0.0019749652122109107, 1), (0.4778664351435078, 1), (0.477866435138135, 1), (0.4778664351365668, 1), (0.17572755507451737, 1), (0.001974965212130808, 1), (0.6298983456064066, 1), (0.387380135208083, 1), (0.9438399681420799, 1), (0.4778664351365154, 1), (1.0, 1), (0.477866435140205, 1)]",Membrane Metabolism,Chorismate pyruvate lyase,['Rv2949c'],chor_c --> 4hbz_c + pyr_c,
AACPS11,3.1180867429562866,0.08873515115119436,"[(0.0019749652141121676, 2), (0.0019749652108611293, 1), (0.0019749652141127227, 1), (0.001974965210861157, 1), (0.47786643513402766, 1), (0.0019749652097966197, 1), (0.001974965214594032, 1), (0.487803887477185, 1), (0.0019749652160926667, 1), (0.0019749652256769445, 1), (0.0019749652128329687, 1), (0.0019749652140960416, 1), (0.38738013520828457, 1), (0.001974965212214491, 1), (0.001974965211066826, 1), (0.001974965210886359, 1), (0.0019749652122109107, 1), (0.47786643514350774, 1), (0.4778664351381348, 1), (0.4778664351365666, 1), (0.17572755507451732, 1), (0.001974965212130808, 1), (0.6298983456064065, 1), (0.38738013520808295, 1), (0.9438399681420795, 1), (0.47786643513651544, 1), (1.0, 1), (0.47786643514020494, 1)]",Membrane Metabolism,AACPS11,[],4hbz_c + ACP_c + atp_c --> 4hbzACP_c + amp_c + ppi_c,
FASPHDCA,3.118086742956231,0.0887351511511971,"[(0.001974965210861074, 2), (0.00197496521411214, 2), (0.001974965214112695, 1), (0.4778664351340387, 1), (0.001974965209796592, 1), (0.0019749652145939767, 1), (0.48780388747718295, 1), (0.0019749652160926112, 1), (0.0019749652256769445, 1), (0.001974965212832913, 1), (0.00197496521417731, 1), (0.3873801352082844, 1), (0.0019749652122144357, 1), (0.001974965211066798, 1), (0.0019749652108863314, 1), (0.001974965212210855, 1), (0.47786643514350746, 1), (0.47786643513813465, 1), (0.47786643513656646, 1), (0.17572755507451723, 1), (0.0019749652121307804, 1), (0.6298983456064063, 1), (0.3873801352080828, 1), (0.9438399681420795, 1), (0.4778664351365153, 1), (1.0, 1), (0.4778664351402049, 1)]",Membrane Metabolism,FASPHDCA,[],4hbzACP_c + 24.0 h_c + 8.0 malACP_c + 16.0 nadph_c --> 8.0 ACP_c + 8.0 co2_c + 8.0 h2o_c + 16.0 nadp_c + phdcaACP_c,
FACOALPHDCA,3.1180867429311117,0.08873515115241452,"[(0.9980250347891388, 2), (0.9980250347858879, 2), (0.9980250347878692, 2), (0.9980250347858877, 1), (0.5221335648659557, 1), (0.9980250347902835, 1), (0.9980250347854861, 1), (0.5121961125228169, 1), (0.9980250347839074, 1), (0.9980250347744031, 1), (0.9980250347889028, 1), (0.9980250347858883, 1), (0.6126198647917156, 1), (0.9980250347878656, 1), (0.9980250347890133, 1), (0.9980250347891413, 1), (0.5221335648564924, 1), (0.5221335648618652, 1), (0.5221335648634334, 1), (0.8242724449254827, 1), (0.37010165438372655, 1), (0.6126198647919171, 1), (0.05616003185800034, 1), (0.5221335648634846, 1), (0.0, 1), (0.5221335648597962, 1)]",Membrane Metabolism,FACOALPHDCA,[],atp_c + coa_c + phdca_c <=> amp_c + phdcacoa_c + ppi_c,
PHDCATA,3.1180867429311117,0.08873515115241452,"[(0.9980250347891388, 2), (0.9980250347858879, 2), (0.9980250347878692, 2), (0.9980250347858877, 1), (0.5221335648659559, 1), (0.9980250347902835, 1), (0.9980250347854861, 1), (0.5121961125228169, 1), (0.9980250347839074, 1), (0.9980250347744031, 1), (0.9980250347889028, 1), (0.9980250347858883, 1), (0.6126198647917156, 1), (0.9980250347878656, 1), (0.9980250347890133, 1), (0.9980250347891413, 1), (0.5221335648564924, 1), (0.5221335648618652, 1), (0.5221335648634333, 1), (0.8242724449254827, 1), (0.37010165438372666, 1), (0.6126198647919172, 1), (0.05616003185800056, 1), (0.5221335648634846, 1), (0.0, 1), (0.5221335648597957, 1)]",Fatty Acid Metabolism,PHDCATA,[],ACP_c + phdcacoa_c <=> coa_c + phdcaACP_c,
MCOATA,3.1023176697821166,0.08950322848257573,"[(0.027613780304481472, 3), (0.02761378025899691, 1), (0.02761378025898087, 1), (0.4994354732022509, 1), (0.027613780243073427, 1), (0.027613780310132507, 1), (0.48363223663176047, 1), (0.02761378030827194, 1), (0.027613780466204607, 1), (0.027613780260937026, 1), (0.02761378030454792, 1), (0.40972300320890687, 1), (0.02761378027688166, 1), (0.027613780008551136, 1), (0.027613780258955334, 1), (0.027613780276810884, 1), (0.499435473211016, 1), (0.4994354732056495, 1), (0.49943547320410775, 1), (0.19988045508796626, 1), (0.027613780276732836, 1), (0.6501672217355282, 1), (0.4097230032087864, 1), (0.9614240464074213, 1), (0.49943547320410264, 1), (1.0, 1), (0.49943547320664916, 1)]",Fatty Acid Metabolism,Malonyl-CoA-ACP transacylase,['Rv2243'],ACP_c + malcoa_c <=> coa_c + malACP_c,['Rv2243']
DHPPDA,3.0313582066137434,0.09305513082209432,"[(0.9230080726916644, 22), (0.005719502855149536, 6), (0.0, 1)]",Riboflavin Metabolism,Diaminohydroxyphosphoribosylaminopyrimidine deaminase,['Rv1409'],25dhpp_c + h2o_c + h_c --> 5apru_c + nh4_c,['Rv1409']
GTPCII,3.031358206613742,0.09305513082209432,"[(0.9230080726916646, 22), (0.005719502855149471, 4), (0.005719502855149904, 2), (0.0, 1)]",Riboflavin Metabolism,GTP cyclohydrolase II,"['Rv1415', 'Rv1940']",gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c,
RNDR4,2.994172444287421,0.09498089930636724,"[(0.9999999957721449, 4), (0.9999999954447047, 2), (0.9999999957716069, 2), (0.9999999957717898, 2), (0.9999999957716256, 1), (0.999999995829272, 1), (0.9999999953296117, 1), (0.9999999958120036, 1), (0.801410745622646, 1), (0.9999999959707504, 1), (0.9999999969264348, 1), (0.9999999954447087, 1), (0.9999999957715632, 1), (0.9999999955726351, 1), (0.9999999954573324, 1), (0.9999999954444632, 1), (0.9999999955723742, 1), (0.9999999957727446, 1), (0.9999999955722522, 1), (0.999999995572374, 1), (0.9999999956353788, 1), (0.8676071623386586, 1), (0.0, 1)]",Purine and Pyrimidine Biosynthesis,ribonucleoside-diphosphate reductase (UDP),"['Rv1981c', 'Rv3048c', 'Rv0570', 'Rv3051c']",trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c,
L_LACD2,2.9317379517242848,0.09831818280829416,"[(0.0, 26), (0.2136095496961482, 1), (0.7926764800393798, 1), (0.19273083553851353, 1)]",Pyruvate Metabolism,L-Lactate dehydrogenase (ubiquinone),['Rv1872c'],lac__L_c + q8_c --> pyr_c + q8h2_c,
FACOAL140,2.8836163960244767,0.10098265826993716,"[(0.9999999999999999, 9), (0.4926788891807896, 8), (0.09780832963958118, 2), (0.4437747243648558, 2), (0.3558872462019712, 1), (0.4926788891808136, 1), (0.49267888918026637, 1), (0.3558872462005997, 1), (0.09780832963864154, 1), (0.3558872462005981, 1), (0.49267888917989794, 1), (0.20611542860974924, 1)]",Fatty Acid Metabolism,fatty-acid--CoA ligase (tetradecanoate),"['Rv1550', 'Rv2950c', 'Rv3826', 'Rv0214', 'Rv1529', 'Rv1185c', 'Rv2590', 'Rv0099', 'Rv2930', 'Rv3801c', 'Rv3561', 'Rv1427c', 'Rv3515c', 'Rv3506', 'Rv0270', 'Rv0119', 'Rv0035', 'Rv0852', 'Rv1750c', 'Rv1925', 'Rv2948c', 'Rv2941', 'Rv0404', 'Rv1193', 'Rv1058', 'Rv1549', 'Rv3089', 'Rv1521', 'Rv0166', 'Rv2187', 'Rv0551c', 'Rv1206', 'Rv2505c', 'Rv3513c']",atp_c + coa_c + 3.0 h2o_c + ttdca_c <=> amp_c + 3.0 h_c + ppi_c + tdcoa_c,['Rv2930']
FACOAE140,2.8765899162549253,0.10137863289560778,"[(0.0, 20), (0.6441127537962592, 2), (0.5073211108168534, 2), (0.6441127537957819, 1), (0.5562252756336209, 1), (0.6441127538027238, 1), (0.6441127537944805, 1), (0.556225275639764, 1)]",Fatty Acid Metabolism,Fatty-acid-CoA thioesterase (tetradecanoate),"['Rv1618', 'Rv0098', 'Rv2605c']",2.0 h_c + tdcoa_c --> coa_c + 2.0 h2o_c + ttdca_c,
GTPCII2,2.7815215434065506,0.10691628578158183,"[(0.0769919286166807, 21), (0.9942804971357864, 2), (0.9942804964430152, 1), (0.9942804971343902, 1), (0.5741321756483488, 1), (0.07699192615437145, 1), (0.9942804971357264, 1), (0.7199011190059279, 1)]",Cofactor and Prosthetic Group Biosynthesis,GTP cyclohydrolase II (25drapp),"['Rv1415', 'Rv1940']",gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,
DHPPDA2,2.78152154340655,0.10691628578158183,"[(0.0769919286166807, 21), (0.9942804971357864, 2), (0.9942804964430156, 1), (0.9942804971343906, 1), (0.5741321756483488, 1), (0.07699192615437145, 1), (0.9942804971357264, 1), (0.7199011190059279, 1)]",Riboflavin Metabolism,diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),"['Rv1409', 'Rv2671']",25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c,['Rv1409']
TPI,2.771266587819066,0.10753425547675236,"[(0.6931443039828845, 1), (0.5350691998344788, 1), (0.9274080085007129, 1), (0.5153616328299695, 1), (0.9280805986692872, 1), (0.5153531431832784, 1), (0.5370236447276867, 1), (0.4967055149286562, 1), (0.768279357896664, 1), (0.9999999999999999, 1), (0.9274080085029702, 1), (0.6991042358812213, 1), (0.5073042260426425, 1), (0.9323765068085982, 1), (0.5126788872688247, 1), (0.5242872830774904, 1), (0.5152204482445859, 1), (0.513782987121551, 1), (0.7040830922458795, 1), (0.7713312980594218, 1), (0.44604693311958343, 1), (0.5332108289940423, 1), (0.9223361329984655, 1), (0.524876927700224, 1), (0.5055282838392585, 1), (0.6998326667160186, 1), (0.37148546022825163, 1), (0.7001693727740735, 1), (0.5138758811071262, 1)]",Glycolysis/Gluconeogenesis,triose-phosphate isomerase,['Rv1438'],dhap_c <=> g3p_c,
Kabc,2.7676610029741715,0.10775251150987616,"[(1.0, 16), (0.0, 13)]",Transport,Potassium ABC transporter,"['Rv3529c', 'Rv1031', 'Rv1030', 'Rv1373', 'Rv1029', 'Rv2267c']",atp_c + h2o_c + k_e --> adp_c + h_c + k_c + pi_c,['Rv1031']
NAKtr,2.7676610029741715,0.10775251150987616,"[(1.0, 16), (0.0, 13)]",Transport,NAKtr,['Rv3236c'],k_c + na1_e --> k_e + na1_c,
NAt3_1,2.7676610029741715,0.10775251150987616,"[(1.0, 16), (0.0, 13)]",Transport,Sodium proton antiporter  HNA is 11 ,['Rv2287'],na1_c <=> na1_e,
GAPD,2.7567352470161164,0.10841701545495201,"[(0.6942006465390823, 1), (0.5332272383859286, 1), (0.9276579045031966, 1), (0.5164153718031194, 1), (0.9248857059656849, 1), (0.5135790537339592, 1), (0.5386174284873094, 1), (0.49889415134252013, 1), (0.7656345766990981, 1), (0.9999999999999999, 1), (0.9276579045052843, 1), (0.7001400615292112, 1), (0.5050600924974361, 1), (0.9291668255545188, 1), (0.5143564772088395, 1), (0.525924911424397, 1), (0.5168892889279125, 1), (0.5148421605382459, 1), (0.704487162627322, 1), (0.7751457472196274, 1), (0.4442870263039643, 1), (0.5313752649384799, 1), (0.9217925233034457, 1), (0.5265125262096274, 1), (0.5067327372607772, 1), (0.6962070891074282, 1), (0.3730344890857228, 1), (0.6971924441726757, 1), (0.5149347347388077, 1)]",Glycolysis/Gluconeogenesis,glyceraldehyde-3-phosphate dehydrogenase,['Rv1436'],g3p_c + nad_c + pi_c <=> 13dpg_c + h_c + nadh_c,
PGK,2.7567352470161017,0.10841701545495266,"[(0.3057993534609178, 1), (0.46677276161407133, 1), (0.07234209549680348, 1), (0.48358462819688075, 1), (0.0751142940343148, 1), (0.4864209462660407, 1), (0.4613825715126907, 1), (0.50110584865748, 1), (0.23436542330090182, 1), (0.0, 1), (0.07234209549471582, 1), (0.29985993847078873, 1), (0.4949399075025638, 1), (0.07083317444548087, 1), (0.4856435227911604, 1), (0.4740750885756031, 1), (0.48311071107208736, 1), (0.4851578394617537, 1), (0.2955128373726781, 1), (0.22485425278037274, 1), (0.5557129736960356, 1), (0.46862473506152, 1), (0.07820747669655415, 1), (0.4734874737903727, 1), (0.4932672627392227, 1), (0.30379291089257165, 1), (0.6269655109142773, 1), (0.3028075558273242, 1), (0.4850652652611922, 1)]",Glycolysis/Gluconeogenesis,phosphoglycerate kinase,['Rv1437'],3pg_c + atp_c <=> 13dpg_c + adp_c,
ADNK1,2.717522125434888,0.11084135794080471,"[(0.0, 10), (0.9999999996238449, 1), (0.9999999997052905, 1), (0.9999999995783323, 1), (0.999999999705286, 1), (0.9999999997099595, 1), (0.9504360301291725, 1), (0.9999999997383338, 1), (0.9999999996296237, 1), (0.9999999997057629, 1), (0.9999999997053319, 1), (0.9999999996389939, 1), (0.9999999993487462, 1), (0.9999999996389133, 1), (0.9999999996887659, 1), (0.999999999705344, 1), (0.9999999996555361, 1), (0.9999999996712781, 1), (0.9999999997054575, 1), (0.9669573533211432, 1)]",Nucleotide Salvage Pathway,adenosine kinase,['Rv2202c'],adn_c + atp_c --> adp_c + amp_c + h_c,
ADNK3,2.619887730281949,0.11715593940447722,"[(0.0, 19), (0.9999999989680364, 2), (0.9999999988863189, 1), (0.9999999990028448, 1), (0.999999999278703, 1), (0.9999999989028886, 1), (0.9999999989848029, 1), (0.9999999989347866, 1), (0.9999999989845442, 1), (0.9999999989844748, 1)]",Nucleotide Salvage Pathway,ADNK3,['Rv2202c'],adn_c + gtp_c --> amp_c + gdp_c + h_c,
