,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
MCBTS2,8.0,0.008006682616352344,"[(0.08, 34)]",Membrane Metabolism,MCBTS2,"['Rv2383c', 'Rv2379c', 'Rv2381c', 'Rv2384', 'Rv2382c', 'Rv2378c', 'Rv2380c']",atp_c + bhb_c + 2.0 h_c + 2.0 lys__L_c + 2.0 o2_c + odecoa_c + salc_c + ser__L_c --> adp_c + co2_c + coa_c + 6.0 h2o_c + mcbtt_c + pi_c,
IMPC,7.753182046874394,0.008929517348526313,"[(0.0030168039520503953, 1), (0.003008730367582757, 1), (0.003026073121873196, 1), (0.003008738895005081, 1), (0.0030188017699401826, 1), (0.0030127143545541912, 1), (0.003008810519531835, 1), (0.00300333317136392, 1), (0.003008702944498509, 1), (0.003008948486240115, 1), (0.0030165441348799504, 1), (0.0030114826367935166, 1), (0.003015298738318961, 1), (0.0030085293474257924, 1), (0.003004324382345658, 1), (0.0030084820318734273, 1), (0.0030282805309980176, 1), (0.003013228633790277, 1), (0.0030113337852526456, 1), (0.003008677071193233, 1), (0.003008675375895109, 1), (0.0030201798072084785, 1), (0.003008847837918438, 1), (0.0030078735217102803, 1), (0.002997752744704485, 1), (0.0030097567141638137, 1), (0.003003550249559339, 1), (0.003014023714058567, 1), (0.0030092044835328124, 1), (0.0030053886730456725, 1), (0.0030087635459494777, 1), (0.0030140943417791277, 1), (0.0029969326351420023, 1), (0.0030087889172136784, 1)]",Purine and Pyrimidine Biosynthesis,IMP cyclohydrolase,['Rv0957'],h2o_c + imp_c <=> fprica_c,
AICART,7.753153792961669,0.008929629343253373,"[(0.9969831960406736, 1), (0.9969912696178653, 1), (0.9969739268708508, 1), (0.996991261097719, 1), (0.9969811982155079, 1), (0.9969872856454458, 1), (0.9969911894731922, 1), (0.9969966668140842, 1), (0.9969912970555015, 1), (0.996991051499208, 1), (0.9969834558505681, 1), (0.9969885173413786, 1), (0.9969847012471291, 1), (0.9969914706380223, 1), (0.9969956756103784, 1), (0.9969915179681266, 1), (0.996971719461726, 1), (0.9969867713662097, 1), (0.9969886662074714, 1), (0.9969913229069789, 1), (0.9969913246168289, 1), (0.9969798201782396, 1), (0.9969911521475296, 1), (0.9969921264710138, 1), (0.9970022472407436, 1), (0.9969902432712843, 1), (0.9969964497358887, 1), (0.9969859762641136, 1), (0.9969907955019153, 1), (0.9969946113051265, 1), (0.9969912364394986, 1), (0.9969859056509449, 1), (0.997003067357582, 1), (0.9969912110755104, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylaminoimidazolecarboxamide formyltransferase,['Rv0957'],10fthf_c + aicar_c <=> fprica_c + thf_c,
PRASCS,7.730679273451107,0.009019197877839714,"[(0.9974831926010665, 1), (0.9974912659454276, 1), (0.9974739182143821, 1), (0.9974912564866827, 1), (0.9974811913707526, 1), (0.9974872800521553, 1), (0.9974911926692585, 1), (0.9974966813679202, 1), (0.9974912917532492, 1), (0.9974910616874695, 1), (0.9974834548702347, 1), (0.9974885105038993, 1), (0.9974846951372456, 1), (0.9974914654085296, 1), (0.9974956719161128, 1), (0.9974915128332213, 1), (0.9974717103250441, 1), (0.9974867657074356, 1), (0.997488654917106, 1), (0.9974913183614262, 1), (0.9974913204932818, 1), (0.9974798112671124, 1), (0.99749114811857, 1), (0.9974921214816277, 1), (0.9975022432263358, 1), (0.9974902660978842, 1), (0.9974964462016942, 1), (0.9974859791109338, 1), (0.9974908922158647, 1), (0.9974946073125466, 1), (0.9974912317557028, 1), (0.9974858996502007, 1), (0.9975030702116783, 1), (0.9974912062170915, 1)]",Purine and Pyrimidine Biosynthesis,,['Rv0780'],5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,
GARFT,7.730672572096842,0.009019224729302108,"[(0.997477876371704, 1), (0.9974859496505815, 1), (0.9974686021450907, 1), (0.9974859401991125, 1), (0.9974758752141497, 1), (0.9974819638082408, 1), (0.9974858763016528, 1), (0.9974913648111396, 1), (0.9974859754656791, 1), (0.9974857452471042, 1), (0.9974781386117684, 1), (0.9974831942672608, 1), (0.997479378915159, 1), (0.9974861491209595, 1), (0.997490355563059, 1), (0.9974861965529271, 1), (0.9974663942630286, 1), (0.9974814494562452, 1), (0.9974833387241233, 1), (0.9974860020665801, 1), (0.9974860042057117, 1), (0.9974744951323373, 1), (0.9974858318164479, 1), (0.9974868051867816, 1), (0.9974969268223504, 1), (0.9974849495119997, 1), (0.9974911298631923, 1), (0.9974806628888473, 1), (0.9974855759210186, 1), (0.9974892909885966, 1), (0.9974859154754085, 1), (0.9974805834135623, 1), (0.9974977537276573, 1), (0.9974858899295214, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylglycinamide formyltransferase,['Rv0956'],10fthf_c + gar_c --> fgam_c + h_c + thf_c,
PRAIS,7.730672572096842,0.009019224729302108,"[(0.9974778660689481, 1), (0.9974859393914812, 1), (0.9974685918059549, 1), (0.9974859299400123, 1), (0.9974758648968418, 1), (0.9974819535200368, 1), (0.9974858671484981, 1), (0.9974913545665913, 1), (0.9974859652138548, 1), (0.997485734973452, 1), (0.9974781283162883, 1), (0.9974831839863327, 1), (0.9974793686342309, 1), (0.9974861388618592, 1), (0.9974903453112347, 1), (0.997486186279275, 1), (0.9974663839238929, 1), (0.997481439182593, 1), (0.9974833284359192, 1), (0.9974859918002039, 1), (0.9974859939393355, 1), (0.9974744848295813, 1), (0.9974858215573477, 1), (0.9974867949349573, 1), (0.9974969166069059, 1), (0.9974849392528995, 1), (0.997491119618644, 1), (0.9974806526006432, 1), (0.9974855656546424, 1), (0.9974892807440483, 1), (0.9974859052017564, 1), (0.9974805731471861, 1), (0.9974977435122128, 1), (0.9974858796631452, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylaminoimidazole synthase,['Rv0809'],atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c,
PRFGS,7.730624482915207,0.009019417418985367,"[(0.997477876371704, 1), (0.9974859496578574, 1), (0.9974686021450907, 1), (0.9974859402063885, 1), (0.9974758752141497, 1), (0.9974819638009649, 1), (0.9974858774148743, 1), (0.9974913648111396, 1), (0.997485975472955, 1), (0.9974857452471042, 1), (0.9974781386117684, 1), (0.9974831942599849, 1), (0.997479378915159, 1), (0.9974861491136835, 1), (0.997490355563059, 1), (0.9974861965529271, 1), (0.9974663942703046, 1), (0.9974814494562452, 1), (0.9974833387241233, 1), (0.9974860020665801, 1), (0.9974860042057117, 1), (0.9974744951323373, 1), (0.9974858318164479, 1), (0.9974868051940575, 1), (0.9974969268296263, 1), (0.9974849495192757, 1), (0.9974911298631923, 1), (0.9974806628888473, 1), (0.9974855759210186, 1), (0.9974892909958726, 1), (0.9974859154681326, 1), (0.9974805834208382, 1), (0.9974977537349332, 1), (0.9974858899367973, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylformylglycinamidine synthase,"['Rv0803', 'Rv0788']",atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c,
GLUPRT,7.730521601194364,0.009019829673130567,"[(0.997477876371704, 1), (0.9974859496578574, 1), (0.9974686021378147, 1), (0.9974859401991125, 1), (0.9974758752141497, 1), (0.9974819638009649, 1), (0.9974858762871008, 1), (0.9974913648111396, 1), (0.997485975472955, 1), (0.9974857452471042, 1), (0.9974781385972165, 1), (0.9974831942599849, 1), (0.9974793789078831, 1), (0.9974861491064075, 1), (0.9974903555703349, 1), (0.9974861965456512, 1), (0.9974663942630286, 1), (0.9974814494562452, 1), (0.9974833387241233, 1), (0.9974860020665801, 1), (0.9974860042057117, 1), (0.9974744951250614, 1), (0.9974858318164479, 1), (0.9974868051940575, 1), (0.9974969268223504, 1), (0.9974849495047238, 1), (0.9974911298559164, 1), (0.9974806628742954, 1), (0.9974855759137427, 1), (0.9974892909740447, 1), (0.9974859154608566, 1), (0.9974805834062863, 1), (0.9974977537276573, 1), (0.9974858899295214, 1)]",Purine and Pyrimidine Biosynthesis,glutamine phosphoribosyldiphosphate amidotransferase,['Rv0808'],gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c,
ADSL2r,7.73048021895994,0.009019995500336738,"[(0.9974831925937906, 1), (0.9974912659527035, 1), (0.9974739182216581, 1), (0.9974912564866827, 1), (0.9974811913780286, 1), (0.9974872800594312, 1), (0.9974911926619825, 1), (0.9974966813679202, 1), (0.9974912917532492, 1), (0.9974910616801935, 1), (0.9974834548847866, 1), (0.9974885105038993, 1), (0.9974846951372456, 1), (0.9974914654012537, 1), (0.9974956719161128, 1), (0.9974915128404973, 1), (0.9974717103177682, 1), (0.9974867657001596, 1), (0.9974886549098301, 1), (0.9974913183614262, 1), (0.9974913205005578, 1), (0.9974798112671124, 1), (0.99749114811857, 1), (0.9974921214816277, 1), (0.9975022432336118, 1), (0.9974902660978842, 1), (0.9974964461944182, 1), (0.9974859791182098, 1), (0.9974908922158647, 1), (0.9974946073125466, 1), (0.9974912317629787, 1), (0.9974858996429248, 1), (0.9975030702116783, 1), (0.9974912062243675, 1)]",Purine and Pyrimidine Biosynthesis,adenylosuccinate lyase,['Rv0777'],25aics_c <=> aicar_c + fum_c,
PRAGSr,7.730425424709344,0.009020215077344693,"[(0.99747787637898, 1), (0.9974859496578574, 1), (0.9974686021450907, 1), (0.9974859402063885, 1), (0.9974758752141497, 1), (0.9974819638009649, 1), (0.9974858762943768, 1), (0.9974913648184156, 1), (0.997485975472955, 1), (0.9974857452543802, 1), (0.9974781386044924, 1), (0.9974831942672608, 1), (0.997479378915159, 1), (0.9974861491064075, 1), (0.9974903555703349, 1), (0.9974861965529271, 1), (0.9974663942703046, 1), (0.9974814494635211, 1), (0.9974833387241233, 1), (0.9974860020665801, 1), (0.9974860042057117, 1), (0.9974744951323373, 1), (0.9974858318164479, 1), (0.9974868051940575, 1), (0.9974969268296263, 1), (0.9974849495119997, 1), (0.9974911298631923, 1), (0.9974806628815713, 1), (0.9974855759210186, 1), (0.9974892909740447, 1), (0.9974859154681326, 1), (0.9974805834208382, 1), (0.9974977537203813, 1), (0.9974858899367973, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylglycinamide synthase,['Rv0772'],atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c,
AIRCr,7.730384045981015,0.00902038089815564,"[(0.9974831823201384, 1), (0.9974912557154312, 1), (0.9974739079189021, 1), (0.9974912462566863, 1), (0.9974811810971005, 1), (0.997487269800331, 1), (0.9974911824247101, 1), (0.9974966711524758, 1), (0.9974912815305288, 1), (0.9974910514574731, 1), (0.9974834446038585, 1), (0.997488500252075, 1), (0.9974846848781453, 1), (0.9974914551785332, 1), (0.9974956616861164, 1), (0.9974915026032249, 1), (0.9974717000004603, 1), (0.9974867554556113, 1), (0.9974886446652818, 1), (0.9974913081314298, 1), (0.9974913102632854, 1), (0.9974798009934602, 1), (0.9974911378812976, 1), (0.9974921112589072, 1), (0.9975022330327192, 1), (0.9974902558678878, 1), (0.9974964360008016, 1), (0.9974859688518336, 1), (0.9974908819858683, 1), (0.9974945970898261, 1), (0.9974912215257064, 1), (0.9974858893911005, 1), (0.9975030600180617, 1), (0.9974911959725432, 1)]",Purine and Pyrimidine Biosynthesis,phosphoribosylaminoimidazole carboxylase,"['Rv3275c', 'Rv3276c']",air_c + co2_c --> 5aizc_c + h_c,
HIPA,7.336511316110797,0.010758762642166632,"[(1.0, 19), (0.35363571511273273, 7), (0.0, 5), (0.907031044694177, 2), (0.35363571511273284, 1)]",Cholesterol degradation,HIPA,[],h_c + hip_c + nadh_c --> 5ohhip_c + nad_c,
IPDAB,6.3508207658272315,0.016918167879526033,"[(1.0, 20), (0.3536357151127326, 7), (0.0, 4), (0.907031044694177, 2), (0.35363571511273284, 1)]",Cholesterol degradation,IPDAB,"['Rv3552', 'Rv3551']",5ohhip_c + atp_c + coa_c + 3.0 h_c --> 5ohhipcoa_c + amp_c + ppi_c,
APRAUR,4.689367936728137,0.037911668568053836,"[(0.5993306860327721, 5), (0.5902684200555086, 2), (0.5902655702084303, 1), (0.5902670808136463, 1), (0.5902679404243827, 1), (0.5902678789570928, 1), (0.5902678733691573, 1), (0.59026790689677, 1), (0.5902684321627021, 1), (0.5902486694976687, 1), (0.5902678752318025, 1), (0.5902691874653101, 1), (0.5902678836137056, 1), (0.5902683427557349, 1), (0.5902683539316058, 1), (0.5902678556740284, 1), (0.5902728382498026, 1), (0.5902678174898028, 1), (0.5902674645185471, 1), (0.5902693029493093, 1), (0.5902673602104187, 1), (0.5902684452012181, 1), (0.5902693662792444, 1), (0.5902452049776912, 1), (0.5902608139440417, 1), (0.5901848720386624, 1), (0.5902610095217824, 1), (0.5902679665014148, 1), (0.5902680838480592, 1)]",Riboflavin Metabolism,5-amino-6-(5-phosphoribosylamino)uracil reductase,"['Rv1409', 'Rv2671']",5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c,['Rv1409']
METAT,4.419132118775522,0.04349657813897775,"[(0.4371459777308174, 1), (0.43714597773087027, 1), (0.43714597773735575, 1), (0.4371459777308878, 1), (1.0, 1), (0.0006877067346299781, 1), (0.43714597773725794, 1), (0.43714597773043773, 1), (0.0006877067629212918, 1), (0.4371459777305168, 1), (0.43714597773724573, 1), (0.8124724087443428, 1), (0.8124724087275822, 1), (0.4371459777309097, 1), (0.0006901204306346276, 1), (0.4371459777374528, 1), (0.8124724081649207, 1), (0.8124724087441514, 1), (0.4371459777310468, 1), (0.43714597773089126, 1), (0.43714597773088026, 1), (0.43714597773093744, 1), (0.43714597773087693, 1), (0.43714597773090647, 1), (0.000690120430679203, 1), (0.4371459777302512, 1), (0.0006901204306344333, 1), (0.43714597773067454, 1), (0.8124724087292986, 1), (0.43714597773089536, 1), (0.4371459777308938, 1), (0.0006901204306386799, 1), (0.43714597773077357, 1), (0.43714597773089814, 1)]",Cysteine and methionine metabolism,methionine adenosyltransferase,['Rv1392'],atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,
ADNCYC,4.323529411764706,0.045685290984193265,"[(1.0, 19), (0.0, 15)]",Purine and Pyrimidine Biosynthesis,adenylate cyclase,"['Rv0386', 'Rv1318c', 'Rv1319c', 'Rv2435c', 'Rv1647', 'Rv1625c', 'Rv2212', 'Rv1120c', 'Rv1900c', 'Rv1264', 'Rv3645', 'Rv1320c']",atp_c --> camp_c + ppi_c,['Rv1647']
PDE1,4.323529411764706,0.045685290984193265,"[(1.0, 19), (0.0, 15)]",Purine and Pyrimidine Biosynthesis,"3',5'-cyclic-nucleotide phosphodiesterase",['Rv0805'],camp_c + h2o_c --> amp_c + h_c,
EX_pi,4.179512584319722,0.049216218362569474,"[(0.3682627730013337, 2), (0.36826466149796033, 1), (0.36826276195643004, 1), (0.3682630290859379, 1), (0.3682627788220998, 1), (0.3682712149238796, 1), (0.3682711111032404, 1), (0.36826280665263766, 1), (0.36826124468643684, 1), (0.36826292319892673, 1), (0.36826060040766606, 1), (0.36826423819729825, 1), (0.36826621237560175, 1), (0.3682627023663372, 1), (0.36825865302671446, 1), (0.36826265043055173, 1), (0.3682717145711649, 1), (0.3682652162387967, 1), (0.3682641207415145, 1), (0.3682627760572359, 1), (0.3682628123133327, 1), (0.36826280416426016, 1), (0.36826213168387767, 1), (0.36810796216741437, 1), (0.3682641391205834, 1), (0.36826144916267367, 1), (0.3682678030236275, 1), (0.3682624195716926, 1), (0.3682656919409055, 1), (0.3682627532252809, 1), (0.36825994022365194, 1), (0.3682595769423642, 1), (0.36826278741500573, 1)]",Exchange,,[],pi_e <=> ,
PIabc,4.179510707719082,0.04921626629912979,"[(0.6317372269986663, 2), (0.6317353385020397, 1), (0.63173723804357, 1), (0.6317369709140621, 1), (0.6317372211779002, 1), (0.6317287850761204, 1), (0.6317288888967596, 1), (0.6317371933473623, 1), (0.6317387553135632, 1), (0.6317370768010733, 1), (0.6317393995923339, 1), (0.6317357618027017, 1), (0.6317337876243982, 1), (0.6317372976336628, 1), (0.6317413469732855, 1), (0.6317373495694483, 1), (0.6317282854288351, 1), (0.6317347837612033, 1), (0.6317358792584855, 1), (0.6317372239427641, 1), (0.6317371876866673, 1), (0.6317371958357398, 1), (0.6317378683161223, 1), (0.6318920378325856, 1), (0.6317358608794166, 1), (0.6317385508373263, 1), (0.6317321969763725, 1), (0.6317375804283074, 1), (0.6317343080590945, 1), (0.6317372467747191, 1), (0.6317400597763481, 1), (0.6317404230576358, 1), (0.6317372125849943, 1)]",Transport,phosphate transport via ABC system,"['Rv0929', 'Rv0928', 'Rv0820', 'Rv0934', 'Rv0936', 'Rv0935', 'Rv0545c', 'Rv0933', 'Rv2281', 'Rv0930', 'Rv0932c']",atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,
FAS140,4.09232313045329,0.051500380803825754,"[(0.8968472244395447, 2), (0.8968472244395274, 1), (0.8878425618500119, 1), (0.8968472244390083, 1), (0.9909953374100915, 1), (0.8968472244394979, 1), (0.8968472244395069, 1), (0.8878425618497906, 1), (0.9235556274463247, 1), (0.8878425618491796, 1), (0.8968472244399552, 1), (0.8968472244395563, 1), (0.6384674576260895, 1), (0.8968472244399202, 1), (0.7753098923514785, 1), (0.8968472244395074, 1), (0.8968472244390092, 1), (0.8878425618497198, 1), (0.999999999999621, 1), (0.8878425618490825, 1), (0.8878425618500173, 1), (0.8968472244386215, 1), (0.8968472244394634, 1), (0.8968472244309665, 1), (0.9909953374096601, 1), (0.9116105011305247, 1), (0.8878425618083771, 1), (0.7701446426682209, 1), (0.8968472244395095, 1), (0.9909953374100622, 1), (0.8936988721782108, 1), (0.9909953374101117, 1), (0.8878425618500118, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C140 ,"['Rv2524c', 'Rv2947c', 'Rv1350', 'Rv0533c', 'Rv1484']",ddca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + h2o_c + 2.0 nadp_c + ttdca_c,['Rv1484']
FAS100,4.092323130449192,0.05150038080393563,"[(0.8878425618500118, 2), (0.8968472244395274, 1), (0.8968472244390082, 1), (0.9909953374100916, 1), (0.8968472244394979, 1), (0.8968472244395069, 1), (0.8968472244395449, 1), (0.8878425618497906, 1), (0.9235556274463245, 1), (0.8878425618491796, 1), (0.8968472244399551, 1), (0.8968472244395563, 1), (0.6384674576260894, 1), (0.89684722443992, 1), (0.7753098923514787, 1), (0.8968472244395074, 1), (0.8968472244395447, 1), (0.896847224439009, 1), (0.8878425618497198, 1), (0.999999999999621, 1), (0.8878425618490822, 1), (0.8878425618500174, 1), (0.8968472244386215, 1), (0.8968472244394634, 1), (0.8968472244309665, 1), (0.9909953374096598, 1), (0.9116105011305249, 1), (0.8878425618083767, 1), (0.7701446426682209, 1), (0.8968472244395095, 1), (0.9909953374100622, 1), (0.8936988721782108, 1), (0.9909953374101114, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C100 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",3.0 h_c + malcoa_c + 2.0 nadph_c + octa_c --> co2_c + coa_c + dca_c + h2o_c + 2.0 nadp_c,['Rv1484']
FAS120,4.092323130449192,0.05150038080393563,"[(0.8878425618500118, 2), (0.8968472244395274, 1), (0.8968472244390082, 1), (0.9909953374100916, 1), (0.8968472244394979, 1), (0.8968472244395069, 1), (0.8968472244395449, 1), (0.8878425618497906, 1), (0.9235556274463245, 1), (0.8878425618491796, 1), (0.8968472244399552, 1), (0.8968472244395564, 1), (0.6384674576260893, 1), (0.89684722443992, 1), (0.7753098923514787, 1), (0.8968472244395074, 1), (0.8968472244395447, 1), (0.896847224439009, 1), (0.8878425618497197, 1), (0.999999999999621, 1), (0.8878425618490824, 1), (0.8878425618500174, 1), (0.8968472244386215, 1), (0.8968472244394634, 1), (0.8968472244309665, 1), (0.9909953374096601, 1), (0.9116105011305249, 1), (0.8878425618083768, 1), (0.7701446426682209, 1), (0.8968472244395095, 1), (0.9909953374100622, 1), (0.8936988721782108, 1), (0.9909953374101116, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C120 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",dca_c + 3.0 h_c + malcoa_c + 2.0 nadph_c --> co2_c + coa_c + ddca_c + h2o_c + 2.0 nadp_c,['Rv1484']
FAS160,4.008813207804223,0.05379901907078317,"[(0.810673827830177, 1), (0.794146707832756, 1), (0.7186129779928485, 1), (0.9834728800018703, 1), (0.8106738278416846, 1), (0.8106738278417014, 1), (0.7186129779921607, 1), (0.5585522592382601, 1), (0.8596943188307447, 1), (0.5585522592387587, 1), (0.7186129779929125, 1), (0.8106738278302337, 1), (0.75414201735506, 1), (0.8106738278308951, 1), (0.5876047176202052, 1), (0.7186129779920619, 1), (0.8106738278417698, 1), (0.8106738278292234, 1), (0.7941467078322236, 1), (0.9999999999993059, 1), (0.7941467078310596, 1), (0.5585522592386025, 1), (0.8106738278285126, 1), (0.8106738278300566, 1), (0.7186129779781334, 1), (0.9834728800011012, 1), (0.8377702840273421, 1), (0.7941467077679196, 1), (0.995821771202482, 1), (0.810673827836543, 1), (0.9834728800018163, 1), (0.804895355284203, 1), (0.9834728800019112, 1), (0.7941467078327645, 1)]",Fatty Acid Metabolism,Fatty acid synthase  n C160 ,"['Rv2524c', 'Rv2947c', 'Rv1484', 'Rv1350']",3.0 h_c + malcoa_c + 2.0 nadph_c + ttdca_c --> co2_c + coa_c + h2o_c + hdca_c + 2.0 nadp_c,['Rv1484']
NADK,3.8889787616311198,0.05729947993162885,"[(0.9964324434549781, 2), (0.9964457904279698, 2), (0.9964476619061315, 1), (0.9964457866954035, 1), (0.9964457887108438, 1), (0.9964117288182024, 1), (0.9963836621463997, 1), (0.9964457874521031, 1), (0.99644571794488, 1), (0.9964457925234456, 1), (0.9964457322930684, 1), (0.9964457687310642, 1), (0.9964458001632011, 1), (0.9964529303542804, 1), (0.9964457926471368, 1), (0.9965911331746611, 1), (0.9964457876121742, 1), (0.9964384676131885, 1), (0.9963683270689216, 1), (0.9964457832465996, 1), (0.9964457883834257, 1), (0.9964457964451867, 1), (0.9964457913374645, 1), (0.996465592419554, 1), (0.9984576764400117, 1), (0.9964456857269397, 1), (0.996445792799932, 1), (0.9964851305994671, 1), (0.9964451211999403, 1), (0.9965963386275689, 1), (0.9964237692620372, 1), (0.996445791250153, 1)]",Pantothenate and CoA Metabolism,NAD kinase,['Rv1695'],atp_c + nad_c --> adp_c + h_c + nadp_c,
EX_fe3,3.865102131089373,0.05802683286010996,"[(0.4488411955535412, 4), (0.44884119741618633, 3), (0.4488410707563162, 2), (0.44884120114147663, 2), (0.4488434288650751, 1), (0.4488419611006975, 1), (0.4488411545753479, 1), (0.4488412272185087, 1), (0.4488411918282509, 1), (0.44884595088660717, 1), (0.4488413352519274, 1), (0.44884090684354305, 1), (0.44884055107831955, 1), (0.44884139858186245, 1), (0.44884092919528484, 1), (0.448841605335474, 1), (0.44884119369089603, 1), (0.4488410744816065, 1), (0.4488408174365759, 1), (0.44838131964206696, 1), (0.44886090233922005, 1), (0.44884117878973484, 1), (0.44891852140426636, 1), (0.44884114526212215, 1), (0.44884107634425163, 1), (0.4488422442227602, 1), (0.4488410670310259, 1)]",Exchange,,[],fe3_e <=> ,
