,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
EX_arab_D,15.98904682211486,0.00035158430578007,"[(0.8736066948312912, 1), (0.8486715264253184, 1), (0.8486715264253234, 1), (0.3801767356382266, 1), (0.8751554202625244, 1), (0.856863120625355, 1), (0.8486715264252895, 1), (0.37995563397531906, 1), (0.8865363385967198, 1), (0.8408906423066969, 1), (0.7215037524370461, 1), (0.8486715264238639, 1), (0.9794992432814055, 1), (0.8408906423066982, 1), (0.38017673563818866, 1), (0.8486715264252839, 1), (0.05925722492563823, 1), (0.8486715264252889, 1), (0.3801767356381961, 1), (0.3623471789701629, 1), (0.3801767356381559, 1), (0.38017673563819643, 1), (0.12353413228543086, 1), (0.8568631206253465, 1), (0.16085980300076896, 1), (0.8486715264252944, 1), (0.12353413228536314, 1), (0.38017673563818777, 1), (0.12353413228545607, 1), (0.24376473385428277, 1), (0.2702476978292646, 1), (0.24376473385432573, 1), (0.15854062371297362, 1), (0.27024769782913727, 1)]",Exchange,,[],arab__D_e --> ,
EX_gthrd,15.699891383407962,0.0003893145341403206,"[(0.8521678259882225, 1), (0.9352011990310393, 1), (0.8174099480115824, 1), (0.5042713923239458, 1), (0.8270297902717889, 1), (0.8225107415870291, 1), (0.9352011990310561, 1), (0.5036224564205475, 1), (0.93755230305357, 1), (0.8206399813648243, 1), (1.0, 1), (0.8174099480110766, 1), (0.8527062518804204, 1), (0.8206399813647847, 1), (0.5042713923239449, 1), (0.935201199031051, 1), (0.17857166862539087, 1), (0.8174099480115938, 1), (0.5042713923239246, 1), (0.3961754234948598, 1), (0.504271392323919, 1), (0.5042713923238853, 1), (0.3918128804396499, 1), (0.9279336239862542, 1), (0.028889415846063082, 1), (0.9352011990310495, 1), (0.39181288043963414, 1), (0.5042713923238955, 1), (0.39181288043944806, 1), (0.47217408019912566, 1), (0.5052265911459352, 1), (0.47217408019915696, 1), (0.4134819295861929, 1), (0.5052265911458781, 1)]",Exchange,,[],gthrd_e --> ,
EX_glu_L,15.639163552161124,0.0003977748843181741,"[(0.8208610254353235, 1), (0.844525032407661, 1), (0.8445250324076448, 1), (0.7918009555241121, 1), (0.8330240161862607, 1), (0.864798805217968, 1), (0.8445250324076632, 1), (0.7908738036926157, 1), (0.8280816868136704, 1), (0.8310091838674816, 1), (0.7453290354649988, 1), (0.8445250324069289, 1), (0.9999999999999999, 1), (0.8310091838674846, 1), (0.791800955524121, 1), (0.8445250324076548, 1), (0.35667248133666307, 1), (0.8445250324076485, 1), (0.7918009555240897, 1), (0.6003612762630351, 1), (0.791800955524081, 1), (0.7918009555240848, 1), (0.629853633555874, 1), (0.8647988052179594, 1), (0.3436153035550402, 1), (0.8445250324076776, 1), (0.6298536335558581, 1), (0.7918009555240979, 1), (0.6298536335553011, 1), (0.7080359509434563, 1), (0.8023146443493523, 1), (0.708035950943483, 1), (0.5383712394638337, 1), (0.8023146443492852, 1)]",Exchange,,[],glu__L_e <=> ,
EX_ser_D,15.604034639131886,0.00040275835753491733,"[(0.7584919373241359, 1), (0.7246610259950856, 1), (0.72466102599508, 1), (0.3997989914545208, 1), (0.6901618504851161, 1), (0.7347967744798157, 1), (0.7246610259950876, 1), (0.3997769843862031, 1), (0.6753365267775663, 1), (0.7179038603386184, 1), (0.9798475318266106, 1), (0.7246610259947203, 1), (0.973155586278502, 1), (0.7179038603386007, 1), (0.39979899145453734, 1), (0.7246610259950927, 1), (8.903988657493755e-14, 1), (0.724661025995076, 1), (0.3997989914545296, 1), (0.3980243495689141, 1), (0.39979899145451214, 1), (0.3997989914545448, 1), (3.3084646133829665e-14, 1), (0.7347967744798021, 1), (0.39809154597213825, 1), (0.7246610259950947, 1), (8.37108160567368e-14, 1), (0.39979899145453046, 1), (3.4861002973229915e-14, 1), (0.25038010203528316, 1), (0.4089793287450171, 1), (0.2503801020352986, 1), (3.6415315207705135e-14, 1), (0.40897932874507126, 1)]",Exchange,,[],ser__D_e --> ,
EX_pyr,15.604034639061927,0.0004027583575449068,"[(0.7584919373241334, 1), (0.7246610259950828, 1), (0.7246610259950819, 1), (0.3997989914545209, 1), (0.6901618504851157, 1), (0.7347967744798158, 1), (0.7246610259950884, 1), (0.3997769843862029, 1), (0.6753365267775806, 1), (0.7179038603386204, 1), (0.9798475318457078, 1), (0.7246610259947199, 1), (0.9731555862785022, 1), (0.7179038603386008, 1), (0.39979899145453746, 1), (0.7246610259950867, 1), (7.527312106958561e-14, 1), (0.7246610259950761, 1), (0.399798991454535, 1), (0.3980243495689144, 1), (0.3997989914545307, 1), (0.399798991454545, 1), (3.863576125695545e-14, 1), (0.7347967744798021, 1), (0.39809154597213836, 1), (0.7246610259950947, 1), (7.66053886991358e-14, 1), (0.3997989914545306, 1), (1.667554982986985e-13, 1), (0.2503801020352835, 1), (0.4089793287450266, 1), (0.2503801020352989, 1), (7.993605777301127e-14, 1), (0.4089793287450396, 1)]",Exchange,,[],pyr_e --> ,
OCDCAt2,14.997808880403145,0.0005001340056830729,"[(0.9999999999997907, 9), (0.997034523113677, 1), (0.9999999999997908, 1), (0.3858798057967693, 1), (0.3862997873418109, 1), (0.99999999999979, 1), (0.9297823841324954, 1), (0.3858798057967824, 1), (0.543152724076008, 1), (0.9999999999997906, 1), (0.3858798057967592, 1), (0.41974696291577174, 1), (0.3858798057968055, 1), (0.38587980579678194, 1), (0.1915110825324029, 1), (0.9999999999997917, 1), (0.7902213981383721, 1), (0.9970345231137315, 1), (0.19151108253240978, 1), (0.3858798057967786, 1), (0.19151108253239657, 1), (0.34856098100367083, 1), (0.5824396181418574, 1), (0.34856098100368316, 1), (0.0, 1), (0.5824396181419328, 1)]",Transport,OCDCAt2,[],h_e + ocdca_e --> h_c + ocdca_c,
EX_lys_L,14.995069269963421,0.0005006273105219409,"[(0.8958781170068634, 1), (0.8364114317440328, 1), (0.8364114317440202, 1), (0.47461013043965194, 1), (0.8383188955308083, 1), (0.8636659285570425, 1), (0.8364114317440398, 1), (0.4744705056693004, 1), (0.839138589556334, 1), (0.8386530590178031, 1), (0.9438078392282707, 1), (0.8364114317432448, 1), (0.9984516933831173, 1), (0.8386530590177859, 1), (0.4746101304396283, 1), (0.8364114317440303, 1), (0.0, 1), (0.8364114317440224, 1), (0.47461013043963785, 1), (0.3859481574721704, 1), (0.47461013043963796, 1), (0.47461013043962264, 1), (0.15147388942839535, 1), (0.8636659285570423, 1), (0.33897324474950485, 1), (0.8364114317440492, 1), (0.1514738894283938, 1), (0.47461013043963984, 1), (0.1514738894280887, 1), (0.3923599955129633, 1), (0.40805124032632745, 1), (0.3923599955129642, 1), (0.1311244879648079, 1), (0.40805124032626305, 1)]",Exchange,,[],lys__L_e --> ,
EX_asp_L,14.755360107807155,0.0005458697648570686,"[(0.6462407367512545, 1), (0.6350640538185743, 1), (0.6129566102423346, 1), (0.6895786147591261, 1), (0.6294071221495918, 1), (0.6919225753542492, 1), (0.612956610242366, 1), (0.6889128347062473, 1), (0.6048687264712838, 1), (0.6284160993971191, 1), (0.9360094870801275, 1), (0.6350640538139944, 1), (0.8939969435540591, 1), (0.6284160993971603, 1), (0.6895786147590872, 1), (0.6129566102423558, 1), (0.060045156478661266, 1), (0.6350640538185611, 1), (0.6895786147590967, 1), (0.49900702798761387, 1), (0.6895786147590885, 1), (0.6895786147590965, 1), (0.09779568054576981, 1), (0.6919225753542604, 1), (0.3911707168955596, 1), (0.6350640538185977, 1), (0.11990312412201032, 1), (0.6895786147590853, 1), (0.1199031241214723, 1), (0.4283626859865698, 1), (0.6984514716579325, 1), (0.45047012956279353, 1), (0.0, 1), (0.7205589152341009, 1)]",Exchange,,[],asp__L_e --> ,
EX_glyc,14.653025102756336,0.0005664976365545353,"[(0.7965769045512172, 1), (0.7623713072817534, 1), (0.7623713072817428, 1), (0.42649282306086456, 1), (0.7785236274164832, 1), (0.7606734981835863, 1), (0.7623713072817385, 1), (0.4263351781989628, 1), (0.7854647606762178, 1), (0.7623713072817365, 1), (0.6605672575128398, 1), (0.7623713072817356, 1), (0.8400984934285137, 1), (0.7623713072817137, 1), (0.4264928230608316, 1), (0.7623713072817372, 1), (0.18362574796824505, 1), (0.7623713072817436, 1), (0.4264928230608528, 1), (0.41378039945687706, 1), (0.42649282306082237, 1), (0.4264928230608367, 1), (0.2463489225180523, 1), (0.7606734981835925, 1), (0.27335052559803585, 1), (0.7623713072817362, 1), (0.24634892251803742, 1), (0.42649282306083725, 1), (0.24634892251795726, 1), (0.3646484532543316, 1), (0.3513437860078007, 1), (0.36464845325427964, 1), (0.2805092199309629, 1), (0.35134378600771, 1)]",Exchange,,[],glyc_e <=> ,
EX_ile_L,14.504389867303418,0.0005979552869855323,"[(0.8877327906160613, 1), (0.8382611142752158, 1), (0.8382611142752561, 1), (0.428092969788304, 1), (0.8432088295236474, 1), (0.8692475712980912, 1), (0.8382611142752746, 1), (0.42744319660264996, 1), (0.8453350101948514, 1), (0.8440756065453177, 1), (1.0000000000000002, 1), (0.8382611142744262, 1), (0.8925220913220073, 1), (0.8440756065453123, 1), (0.42809296978826117, 1), (0.8382611142752604, 1), (0.1714972907040362, 1), (0.8382611142752658, 1), (0.4280929697882867, 1), (0.27530920710603235, 1), (0.4280929697882776, 1), (0.4280929697882563, 1), (0.39196556060673626, 1), (0.869247571298094, 1), (0.0, 1), (0.8382611142752743, 1), (0.3919655606067176, 1), (0.4280929697882747, 1), (0.3919655606063197, 1), (0.3631870789702518, 1), (0.32146895664370745, 1), (0.3631870789702436, 1), (0.3786535082489726, 1), (0.32146895664357356, 1)]",Exchange,,[],ile__L_e --> ,
EX_gln_L,14.162311511084486,0.0006776708288609607,"[(0.7211099088625696, 2), (0.8250813041283896, 1), (0.8205639722426656, 1), (0.8205639722426492, 1), (0.7211099088625887, 1), (0.8129016833252154, 1), (0.8340709095192387, 1), (0.8205639722426725, 1), (0.7206883374982069, 1), (0.8096089694592696, 1), (0.8115593473916294, 1), (0.7544769088437516, 1), (0.8205639722421765, 1), (1.0, 1), (0.811559347391628, 1), (0.7211099088625947, 1), (0.8205639722426639, 1), (0.23762488012324023, 1), (0.8205639722426553, 1), (0.6093828351330945, 1), (0.7211099088625661, 1), (0.4196255724804111, 1), (0.834070909519236, 1), (0.5212891685572361, 1), (0.8205639722426765, 1), (0.419625572480402, 1), (0.721109908862574, 1), (0.41962557247996024, 1), (0.6479229043912138, 1), (0.7298574961681117, 1), (0.6479229043912338, 1), (0.35867752050834534, 1), (0.7298574961680977, 1)]",Exchange,L-Glutamine Exchange,[],gln__L_e --> ,
EX_thr_L,13.020018112925339,0.0010375120052630346,"[(0.7905324322652741, 2), (0.8572135162972884, 1), (0.790532432265275, 1), (0.5743431413563456, 1), (0.7926713063675047, 1), (0.8044897878052187, 1), (0.7905324322652777, 1), (0.5743236987912044, 1), (0.7935904443008124, 1), (0.7930460100096919, 1), (0.9431440025564375, 1), (0.7905324322649224, 1), (1.0, 1), (0.7930460100096542, 1), (0.5743431413563201, 1), (0.7905324322652749, 1), (0.0, 1), (0.5743431413563256, 1), (0.5293787766118793, 1), (0.5743431413563316, 1), (0.5743431413563164, 1), (0.06416087379677116, 1), (0.804489787805232, 1), (0.5261863561620778, 1), (0.7905324322652793, 1), (0.0641608737967665, 1), (0.5743431413563259, 1), (0.0641608737966699, 1), (0.46946191113247115, 1), (0.5358053759414322, 1), (0.4694619111324708, 1), (0.04144311421857383, 1), (0.5358053759413971, 1)]",Exchange,,[],thr__L_e --> ,
EX_met_L,12.955816619093657,0.0010630506956795691,"[(0.9000194388554985, 1), (0.9525096968749047, 1), (0.8458745519919423, 1), (0.46576542973354884, 1), (0.8608038190172662, 1), (0.8395268168134402, 1), (0.952509696874912, 1), (0.46527795076785006, 1), (0.9635318000381641, 1), (0.856108951836283, 1), (1.0, 1), (0.845874551992329, 1), (0.8306853583382328, 1), (0.856108951836213, 1), (0.4657654297335321, 1), (0.9525096968749095, 1), (0.24994070451020933, 1), (0.8458745519919483, 1), (0.46576542973353185, 1), (0.40121311980512586, 1), (0.46576542973352775, 1), (0.4657654297334849, 1), (0.42011733515951666, 1), (0.9349650114274319, 1), (0.04316555903423813, 1), (0.952509696874898, 1), (0.42011733515950445, 1), (0.4657654297335053, 1), (0.42011733515938543, 1), (0.467415707505101, 1), (0.4249165575927727, 1), (0.4674157075051235, 1), (0.4792595894185747, 1), (0.4249165575926961, 1)]",Exchange,,[],met__L_e --> ,
PSCVT,12.936487953114769,0.0010708705468105953,"[(0.5, 10), (0.375, 9), (0.625, 7), (0.75, 2), (0.25, 2), (0.5625, 1), (0.875, 1), (0.0, 1), (1.0, 1)]","Tyrosine, Tryptophan, and Phenylalanine Metabolism",3-phosphoshikimate 1-carboxyvinyltransferase,['Rv3227'],pep_c + skm5p_c --> 3psme_c + pi_c,
AMMQT8,12.914170983718195,0.0010799760166261482,"[(0.9999999999998594, 3), (0.7669846724046594, 2), (0.9999999999997892, 2), (0.1162558598771527, 1), (0.35286341621299655, 1), (0.3528634162129932, 1), (0.7669846724041276, 1), (0.3025713505438974, 1), (0.44151731373925573, 1), (0.3528634162131087, 1), (0.7586114339895598, 1), (0.28095935134824634, 1), (0.2937608178623472, 1), (0.9999999999998068, 1), (0.352863416168507, 1), (0.5348535237425732, 1), (0.2937608178626725, 1), (0.7669846724040088, 1), (0.3528634162240465, 1), (0.35286341621293715, 1), (0.9999999999998244, 1), (0.7669846724045823, 1), (0.7669846724045055, 1), (0.9999999999999999, 1), (0.4415173137391404, 1), (0.3528634162130526, 1), (0.6191806438374443, 1), (0.16632702126739318, 1), (0.6191806438368005, 1), (0.16632702126663046, 1)]",Cofactor and Prosthetic Group Biosynthesis,S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 8),[],2dmmq8_c + amet_c + h_c --> ahcys_c + mql8_c,
HDCAt2,12.866063215783639,0.0010998873027113036,"[(0.9999999999999873, 2), (0.9999999999999872, 2), (0.744992814378391, 1), (0.7725386504956162, 1), (0.41542839450422964, 1), (0.7167532816407649, 1), (0.9532532013829471, 1), (0.4158778643464408, 1), (0.8209086337523505, 1), (0.7174371500902361, 1), (1.0, 1), (0.8057555175108677, 1), (0.7174371500901878, 1), (0.41542839450423974, 1), (0.9532532013826656, 1), (0.5853621866575747, 1), (0.4154283945042143, 1), (0.45167347704745786, 1), (0.4154283945042664, 1), (0.4154283945042391, 1), (0.20639378405221764, 1), (0.8165723692732112, 1), (0.8476090997073654, 1), (0.7725386504956044, 1), (0.20639378405225695, 1), (0.41542839450423796, 1), (0.20639378405220277, 1), (0.37590080219205557, 1), (0.6252382718138481, 1), (0.3759008021920651, 1), (0.0, 1), (0.6252382718139202, 1)]",Transport,Hexadecanoate transport via proton symport,[],h_e + hdca_e --> h_c + hdca_c,
EX_orn,12.73321289427949,0.001156940943322028,"[(0.9473454907944941, 1), (0.9310055996642868, 1), (0.9310055996642664, 1), (0.7790953069314677, 1), (0.9310055996642759, 1), (0.9565864277984666, 1), (0.9310055996642881, 1), (0.7784588941475441, 1), (0.9310055996639374, 1), (0.9310055996642859, 1), (0.8078182818451807, 1), (0.9310055996635529, 1), (1.0000000000000002, 1), (0.9310055996642453, 1), (0.7790953069314492, 1), (0.9310055996642801, 1), (0.4655036959784228, 1), (0.9310055996642828, 1), (0.7790953069314468, 1), (0.6025341938028136, 1), (0.7790953069314438, 1), (0.7790953069314268, 1), (0.7346688636766241, 1), (0.9565864277984866, 1), (0.39315449957465654, 1), (0.9310055996642955, 1), (0.7346688636765999, 1), (0.7790953069314497, 1), (0.7346688636759766, 1), (0.7552558188422883, 1), (0.7080135275537702, 1), (0.755255818842288, 1), (0.669106114189629, 1), (0.7080135275536609, 1)]",Exchange,,[],orn_e --> ,
EX_gal,12.717571576350755,0.0011638638307645995,"[(0.8483504393252548, 1), (0.8034075369735275, 1), (0.8034075369735201, 1), (0.4696733400404628, 1), (0.8164108024084749, 1), (0.8074295087565748, 1), (0.8034075369735101, 1), (0.4698809692457091, 1), (0.8219986930290628, 1), (0.7995872187780615, 1), (0.8452376381024773, 1), (0.8034075369733018, 1), (0.989934381142446, 1), (0.7995872187780393, 1), (0.4696733400404347, 1), (0.8034075369735114, 1), (2.0738966099997924e-13, 1), (0.8034075369735124, 1), (0.46967334004045624, 1), (0.486416482683221, 1), (0.46967334004043704, 1), (0.46967334004044237, 1), (0.03155916923993929, 1), (0.8074295087565713, 1), (0.5212322538144571, 1), (0.8034075369735141, 1), (0.03155916923993729, 1), (0.46967334004044214, 1), (0.031559169239985696, 1), (0.37467599873048996, 1), (0.41850972623991745, 1), (0.37467599873043256, 1), (0.048746925042676414, 1), (0.41850972623985305, 1)]",Exchange,,[],gal_e --> ,
GLUDC,12.638264141522825,0.001199654458265042,"[(0.9999999999999798, 4), (0.9999999999999797, 3), (0.9016054090910653, 1), (0.6666273652933321, 1), (0.9999999999999816, 1), (0.44554710265128783, 1), (0.9363480491368449, 1), (0.7508578021407479, 1), (0.99999999999999, 1), (0.9213685135149752, 1), (0.8021298075977034, 1), (0.7508578021412817, 1), (0.8782270831523277, 1), (0.9213685135149821, 1), (0.4455471026513145, 1), (0.9999999999999756, 1), (0.6666273652933261, 1), (0.44554710265127395, 1), (0.6956176314127156, 1), (0.7827740303514181, 1), (0.3959974862466219, 1), (0.6537760477410932, 1), (0.7508578021407523, 1), (0.9416602791849737, 1), (0.7827740303514263, 1), (0.4022534910375184, 1), (0.8094423354901619, 1), (2.7200464103316335e-14, 1), (0.5245726827742172, 1)]","Alanine, Aspartate, and Glutamate Metabolism",Glutamate Decarboxylase,['Rv3432c'],glu__L_c + h_c --> 4abut_c + co2_c,
EX_ppa,12.356681106355413,0.0013365575379734723,"[(0.5983457760940937, 1), (0.6032848799358065, 1), (0.6032848799358128, 1), (0.18059948399674874, 1), (0.6032848799358066, 1), (0.6185186631752928, 1), (0.6032848799358147, 1), (0.1806508435186568, 1), (0.6032848799347826, 1), (0.5909164902063946, 1), (1.0, 1), (0.603284879935163, 1), (0.7099551222412217, 1), (0.5909164902064268, 1), (0.1805994839967563, 1), (0.6032848799358089, 1), (9.678924328682115e-13, 1), (0.603284879935807, 1), (0.18059948399676395, 1), (0.1847410969264358, 1), (0.1805994839967462, 1), (0.18059948399677428, 1), (0.06130422934375446, 1), (0.6185186631752748, 1), (0.2304921039260024, 1), (0.6032848799358238, 1), (0.061304229343774885, 1), (0.18059948399676917, 1), (0.06130422934391322, 1), (0.10979011241242187, 1), (0.2050824805683713, 1), (0.10979011241245651, 1), (0.0946917407707557, 1), (0.20508248056838407, 1)]",Exchange,,[],ppa_e --> ,
CIGAMS,12.347420213719856,0.0013413350281924919,"[(0.0064411163330078125, 7), (0.0056362152099609375, 7), (0.0048313140869140625, 6), (0.008051872253417969, 5), (0.0032205581665039062, 4), (0.007246971130371094, 1), (0.0, 1), (0.006844520568847656, 1), (0.007649421691894531, 1), (0.0016107559204101562, 1)]",Redox Metabolism,cys-1D-myo-inositol 2-deoxy-D-glucopyranoside synthase,['Rv2130c'],atp_c + cys__L_c + igam_c --> amp_c + cigam_c + 2.0 h_c + ppi_c,['Rv2130c']
