,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
EX_acysbmn,12.0,0.0011296670368900366,"[(0.9999999999988299, 50)]",Exchange,,[],acysbmn_e --> ,
FAD_25,12.0,0.0011296670368900366,"[(0.9999999999480761, 26), (0.9999999999480652, 3), (0.9999999999480544, 3), (0.9999999999479894, 2), (0.9999999999480436, 2), (0.9999999999481303, 1), (0.9999999999481645, 1), (0.9999999999481086, 1), (0.9999999999481628, 1), (0.9999999999494423, 1), (0.9999999999480977, 1), (0.999999999948087, 1), (0.9999999999441617, 1), (0.999999999946428, 1), (0.9999999999476316, 1), (0.9999999999480872, 1), (0.9999999999487701, 1), (0.9999999999493905, 1), (0.9999999999479877, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv1323', 'Rv0972c', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + nndccoa_c --> accoa_c + fadh2_c + hepcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
FAD_20,9.6,0.0032488992698567966,"[(0.9999999999480046, 25), (0.9999999999480537, 3), (0.9999999999479801, 3), (0.9999999999481027, 3), (0.9999999999480169, 2), (0.9999999999478205, 1), (0.9999999999479064, 1), (0.9999999999478941, 1), (0.9999999999471213, 1), (0.9999999999481518, 1), (0.9999999999479555, 1), (0.9999999999479494, 1), (0.9999999999492805, 1), (0.9999999999305347, 1), (0.999999999948066, 1), (0.9999999999490842, 1), (0.9999999999479162, 1), (0.9999999999493987, 1), (0.9999999999494962, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv0468', 'Rv1323', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + nodcoa_c --> accoa_c + fadh2_c + hepdcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
DM_ncam_c,8.693055322403328,0.004921664186342761,"[(1.0, 25), (0.28111760452330614, 2), (0.0, 1), (0.7539008339768645, 1), (0.47490297337254406, 1), (0.4890847499695995, 1), (0.21212152625147318, 1), (4.57744953052952e-13, 1), (0.2811176045233065, 1), (0.2852719853276713, 1), (0.28111760452330425, 1), (0.20796714544675232, 1), (0.4890847499699884, 1), (0.4890847499695997, 1), (0.281117604523365, 1), (0.28111760452330703, 1), (0.48908474996960793, 1), (0.48908474996943185, 1), (0.28527198532801334, 1), (0.48908474996959994, 1), (0.2852719853280219, 1), (0.2811176045232887, 1), (0.28111760452329904, 1), (0.2811176045237266, 1), (0.49323913077431414, 1)]",Intracellular demand,ncam_c Demand reaction,[],ncam_c --> ,
PPPGO,8.186718654905384,0.006232856239044575,"[(0.19598645155763209, 23), (0.19598436203845135, 6), (0.1959822725192706, 6), (0.19598854107681282, 5), (0.19068534139609136, 1), (0.1588431586007744, 1), (0.23468016774659983, 1), (0.17420321409840384, 1), (0.21341722056337617, 1), (0.15917539215051224, 1), (0.19599063059599356, 1), (0.2073659730159493, 1), (0.19723180498935391, 1), (0.18807135290098398, 1)]",Cofactor and Prosthetic Group Biosynthesis,Protoporphyrinogen oxidase (aerobic),['Rv2677c'],1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c,
HISTD,7.442415962113316,0.00887365477956929,"[(0.4615384615384616, 8), (0.576923076923077, 5), (0.5384615384615385, 4), (0.653846153846154, 4), (0.42307692307692313, 3), (0.6153846153846154, 3), (0.3846153846153847, 3), (0.7692307692307694, 3), (0.7307692307692308, 3), (0.2692307692307693, 3), (0.30769230769230776, 3), (0.34615384615384626, 2), (1.0, 1), (0.6923076923076924, 1), (0.5000000000000001, 1), (0.9615384615384617, 1), (0.8846153846153847, 1), (0.9230769230769231, 1)]",Histidine Metabolism,histidinol dehydrogenase,['Rv1599'],h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c,
MYCSacp56,7.108748937535131,0.010422238273451317,"[(0.999999999999999, 29), (0.9999999999999988, 3), (0.9999999999999989, 2), (0.38466493070669483, 1), (0.4101993772103222, 1), (0.4141522030187934, 1), (0.3844584341300957, 1), (0.9999999999999996, 1), (0.039739391623325404, 1), (0.38453109067813174, 1), (0.9962702317740261, 1), (0.4088942038994098, 1), (0.9999999999999991, 1), (0.40832367990660556, 1), (0.0, 1), (0.40995997478778046, 1), (0.40532683807025605, 1), (1.0, 1), (0.3886904293641743, 1)]",Mycolic Acid Biosynthesis,MYCSacp56,"['Rv2246', 'Rv2245', 'Rv1483', 'Rv0098']",42.0 h_c + hexc_c + 15.0 malACP_c + 30.0 nadph_c --> 14.0 ACP_c + 15.0 co2_c + 16.0 h2o_c + mmeroacidACP_c + 30.0 nadp_c,"['Rv1483', 'Rv2245']"
ASPO6,6.7390409759656835,0.012479548580697516,"[(0.9999999999999101, 6), (0.9999999999999102, 4), (0.9999999999999103, 3), (0.99999999999991, 2), (0.6201284650937645, 1), (0.9999999999999113, 1), (0.9999999999999097, 1), (0.9999999999998823, 1), (0.999999999999906, 1), (0.6201284650937446, 1), (0.6201284650937471, 1), (0.6201284650934384, 1), (0.9999999999999092, 1), (0.7699901932193955, 1), (0.9999999999999266, 1), (0.6201284650937318, 1), (0.9999999999999126, 1), (0.9999999999999699, 1), (0.3798715349060622, 1), (0.9999999999999057, 1), (0.6201284650937493, 1), (0.6201284650937529, 1), (0.6201284650937504, 1), (0.9999999999999075, 1), (0.3798715349061771, 1), (0.620128465093748, 1), (0.6201284650907771, 1), (0.9999999999995924, 1), (0.37987153490614234, 1), (0.9999999999999104, 1), (0.6201284650937531, 1), (0.6201284650937462, 1), (0.3798715349061764, 1), (0.9999999999998835, 1), (0.6201284650937481, 1), (0.3798715349061679, 1), (0.37987153490617065, 1), (6.439293542825908e-15, 1), (1.0436096431476471e-14, 1)]","Alanine, Aspartate, and Glutamate Metabolism",L-aspartate oxidase,['Rv1595'],asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,
GLYCTO1,6.739040975962985,0.01247954858071405,"[(0.9999999999999322, 4), (0.999999999999932, 3), (0.9999999999999324, 3), (0.9999999999999319, 3), (0.9999999999999323, 3), (0.6201284650937637, 2), (0.6201284650937439, 2), (0.999999999998652, 1), (0.6201284650937618, 1), (0.9999999999999017, 1), (0.9999999999999124, 1), (0.9999999999999339, 1), (0.620128465093418, 1), (0.7699901932173039, 1), (0.9999999999999213, 1), (0.9999999999999305, 1), (0.9999999999999325, 1), (0.37987153490618264, 1), (0.9999999999999266, 1), (0.6201284650937696, 1), (0.6201284650937616, 1), (0.3798715349061752, 1), (0.620128465093764, 1), (0.6201284650915668, 1), (0.9999999999999317, 1), (0.3798715349061823, 1), (0.6201284650937774, 1), (0.6201284650937586, 1), (0.3798715349061783, 1), (0.9999999999999374, 1), (0.9999999999999318, 1), (0.6201284650937636, 1), (0.9999999999999364, 1), (0.3798715349061782, 1), (0.37987153490617787, 1), (8.770761894538737e-15, 1), (1.27675647831893e-14, 1)]",Glyoxylate Metabolism,Glycolate oxidase,['Rv1257c'],glyclt_c + o2_c --> glx_c + h2o2_c,
UGLDDS1,6.518606753523001,0.013908582695361544,"[(0.30000000000000004, 19), (0.2, 16), (0.4, 6), (0.5, 5), (0.1, 3), (0.6000000000000001, 1)]",Peptidoglycan Metabolism,UGLDDS1,['Rv2157c'],alaala_c + atp_c + uAgl_c --> adp_c + h_c + pi_c + uAgla_c,
GXRA,6.18662426546275,0.016399714965624593,"[(0.9999999999930179, 2), (0.999999999993054, 2), (0.9999999999930557, 2), (0.9999999999929733, 2), (0.9999999999930916, 1), (0.999999999992987, 1), (0.9999999999930591, 1), (0.9999999999930531, 1), (0.46585451485366913, 1), (0.9999999999931192, 1), (0.999999999993011, 1), (0.9999999999938551, 1), (0.9999999999928944, 1), (0.4658545148534051, 1), (3.5771385853422544e-13, 1), (0.9999999999931457, 1), (0.46585451485343965, 1), (3.2662761384472105e-13, 1), (0.9999999999930573, 1), (0.9999999999930453, 1), (0.9999999999930085, 1), (0.4658545148534843, 1), (0.465854514852462, 1), (0.9999999999930042, 1), (0.4658545148535195, 1), (0.4658545148536978, 1), (0.9999999999929938, 1), (0.46585451485372087, 1), (0.9999999999930814, 1), (0.9999999999930351, 1), (0.46585451485372364, 1), (0.46585451485284346, 1), (0.4658545148530946, 1), (0.46585451485385165, 1), (0.9999999999928301, 1), (0.9999999999930248, 1), (0.9999999999930522, 1), (0.46585451485366924, 1), (0.999999999993174, 1), (0.9999999999925357, 1), (0.4658545148535538, 1), (0.9999999999932856, 1), (0.9999999999930094, 1), (0.9999999999930299, 1), (0.46585451462619387, 1), (0.0, 1)]",Glyoxylate Metabolism,Glyoxylate reductive aminase,['Rv2780'],glx_c + h_c + nadh_c + nh4_c --> gly_c + h2o_c + nad_c,['Rv2780']
CHOD,6.046063602608187,0.017594361308148895,"[(0.9999999999999889, 16), (0.9060135897605299, 3), (0.9424268293947875, 2), (0.9999999999997952, 1), (0.9424268293947867, 1), (0.9999999999999877, 1), (0.0, 1), (0.9999999999999881, 1), (0.9424268293947878, 1), (0.9999999999999898, 1), (0.895156131251692, 1), (0.9424268293948503, 1), (0.9999999999999893, 1), (0.9651398100940938, 1), (0.9999999999999897, 1), (0.9424268293947874, 1), (1.0000000000000002, 1), (0.9999999999999878, 1), (0.9424268293947914, 1), (0.9424268293947884, 1), (0.9527293018569157, 1), (0.8587428916174346, 1), (0.9424268293947873, 1), (0.9424268293943232, 1), (0.9424268293947872, 1), (0.9424268293947868, 1), (0.9060135897605305, 1), (0.9999999999999901, 1), (0.9527293018568805, 1), (0.9060135897605303, 1), (0.8484404191553273, 1), (0.8484404191553279, 1)]",Cholesterol degradation,MNXR6103,['Rv3409c'],chsterol_c + o2_c --> chol4en3one_c + h2o2_c,
CYP1,5.872287342192329,0.019201400300107734,"[(0.9999999999999992, 9), (0.9999999999999993, 7), (0.9999999999999996, 6), (0.9999999999999991, 5), (0.9999999999999998, 4), (0.9999999999999994, 4), (0.999999999999999, 4), (0.9999999999999997, 3), (1.0, 1), (0.6512535865838089, 1), (1.0000000000000002, 1), (0.8673653115124704, 1), (0.9999999999999989, 1), (0.7693328603538818, 1), (0.7693328603538583, 1), (0.7693328603538383, 1)]",Cholesterol degradation,MNXR19061,"['Rv3518c', 'Rv3545c']",chol4en3one_c + h_c + nadh_c + o2_c --> h2o_c + hchol_c + nad_c,
DB4PS,5.681776688620224,0.02114546885694818,"[(0.6000000000000001, 25), (0.4000000000000001, 13), (0.8, 10), (0.20000000000000007, 1), (0.7000000000000001, 1)]",Cofactor and Prosthetic Group Biosynthesis,"3,4-Dihydroxy-2-butanone-4-phosphate synthase",['Rv1940'],ru5p__D_c --> db4p_c + for_c + h_c,
TSULabc,5.672541658418574,0.021244915140947708,"[(0.5986724148763612, 7), (0.5986724148763616, 5), (0.5986724148763607, 4), (0.9999999999999998, 3), (0.5986724148763618, 3), (0.5986724148763608, 3), (1.0, 2), (0.5986724148763598, 1), (0.5986724148763597, 1), (0.5986724148763595, 1), (0.5986724148763594, 1), (0.5986724148763602, 1), (0.5986724148763605, 1), (0.4918937912125092, 1), (4.894973315572315e-13, 1), (0.5986724148763738, 1), (0.7457605145968855, 1), (0.49189379121250776, 1), (0.4918937912125032, 1), (0.5986724148765734, 1), (4.800604358479177e-13, 1), (0.4918937912125173, 1), (0.4918937912122432, 1), (0.4852788898609398, 1), (0.598672414876362, 1), (0.999999999999999, 1), (0.745760514596884, 1), (0.5986724148763676, 1), (0.9999999999999993, 1), (4.874989301129062e-13, 1)]",Transport,TSULabc,"['Rv2397c', 'Rv1739c', 'Rv2398c', 'Rv2400c', 'Rv2399c']",atp_c + h2o_c + tsul_e --> adp_c + h_c + pi_c + tsul_c,
DCPDPP,5.639213340167106,0.0216079970069134,"[(0.9961089494163424, 33), (0.9922178988326849, 8), (1.0, 6), (0.995136186770428, 1), (0.9941634241245136, 1), (0.9883268482490273, 1)]",Arabinogalactan biosynthesis,DCPDPP,['Rv3807c'],decdpr__tb_c + h2o_c --> decdr__tb_c + pi_c,
EX_ser_L,5.574757741530719,0.022329195517256675,"[(0.026047338506407947, 2), (0.9213380075798597, 2), (0.02604733850640728, 1), (0.999999999998107, 1), (3.885780586188048e-14, 1), (0.921338007579857, 1), (0.026047338506400175, 1), (0.026047338506432816, 1), (0.026047338506499207, 1), (0.026047338506410167, 1), (0.9213380075798658, 1), (0.9330716276725042, 1), (2.4868995751603507e-14, 1), (0.921338007579869, 1), (0.026047338506405726, 1), (0.026047338506417272, 1), (0.026047338506493656, 1), (0.9330716276725171, 1), (0.02604733850647878, 1), (0.026047338506404616, 1), (0.3724228202269926, 1), (0.9213380075798646, 1), (0.026047338506905326, 1), (0.9213380075798624, 1), (0.9213380075798581, 1), (0.02604733850639107, 1), (0.026047338506396622, 1), (3.064215547965432e-14, 1), (0.9213380075798592, 1), (0.026047338506558493, 1), (0.02604733850634533, 1), (0.026047338506399065, 1), (0.9213380075798838, 1), (0.921338007579692, 1), (0.9213380075798488, 1), (0.9092982958317111, 1), (0.026047338506411055, 1), (0.03778095859904851, 1), (0.9213380075798612, 1), (0.37242282022698625, 1), (0.02604733850638774, 1), (0.9213380075798617, 1), (0.02604733850638663, 1), (0.03778095859903985, 1), (0.026047338506381967, 1), (0.026047338506401285, 1), (0.9213380075960579, 1), (0.933071627672508, 1)]",Exchange,,[],ser__L_e --> ,
FADE233,5.405652036250903,0.024346968062201824,"[(0.23076923076923078, 7), (0.23931623931623933, 7), (0.23183760683760685, 3), (0.2275641025641026, 2), (0.2136752136752137, 2), (0.2329059829059829, 2), (0.22222222222222224, 2), (0.25641025641025644, 2), (0.23023504273504275, 1), (0.22435897435897437, 1), (0.28205128205128205, 1), (0.23397435897435898, 1), (0.26495726495726496, 1), (0.20833333333333334, 1), (0.20085470085470086, 1), (0.24786324786324787, 1), (0.19764957264957267, 1), (0.2232905982905983, 1), (0.22970085470085472, 1), (0.2403846153846154, 1), (0.18803418803418803, 1), (0.2638888888888889, 1), (0.24252136752136755, 1), (0.24465811965811968, 1), (0.22863247863247865, 1), (0.1997863247863248, 1), (0.22115384615384617, 1), (0.2905982905982906, 1), (0.22542735042735043, 1), (0.21474358974358976, 1), (0.23824786324786326, 1)]",Lipid metabolism,R02661,['Rv3140'],fad_c + ibcoa_c --> 2mp2coa_c + fadh2_c,
SERD_L,5.345056008943452,0.0251169354840922,"[(0.9999999999914442, 12), (0.015404875190386469, 2), (0.01540487519038991, 1), (2.631228568361621e-14, 1), (0.015404875190376477, 1), (0.015404875190373368, 1), (0.01540487519038225, 1), (0.015404875190387912, 1), (2.3425705819590803e-14, 1), (0.015404875190384248, 1), (0.015404875190385359, 1), (0.015404875190434097, 1), (0.015404875190417888, 1), (0.015404875190381695, 1), (0.3098225492664155, 1), (0.9999999999914453, 1), (0.9999999999914441, 1), (0.015404875190815459, 1), (0.015404875190376255, 1), (0.015404875190377365, 1), (1.4099832412739488e-14, 1), (0.9999999999914412, 1), (0.015404875190426437, 1), (0.015404875190320633, 1), (0.9999999999914428, 1), (0.9999999999914457, 1), (0.015404875190393352, 1), (0.015404875190384693, 1), (0.015404875190385692, 1), (0.30982254926640695, 1), (0.015404875190394796, 1), (0.9999999999914466, 1), (0.015404875190346279, 1), (0.015404875190368261, 1), (0.01540487519037792, 1), (0.015404875190378808, 1), (1.0, 1), (0.9999999999914405, 1)]",Cysteine and methionine metabolism,L-serine deaminase,['Rv0069c'],ser__L_c --> nh4_c + pyr_c,
HSAE,5.294163934426206,0.02578382490296682,"[(0.5, 45), (1.0, 3), (0.0, 2)]",Cholesterol degradation,R09960,['Rv3536c'],h2o_c + hhd_c --> 4hoxoh_c,
MYCSacp50,5.176901276946524,0.02739403350000999,"[(1.0, 34), (0.032637273578582704, 1), (0.6559337472610711, 1), (0.6700960507102249, 1), (0.6718482290320419, 1), (0.6558182207985073, 1), (0.9999999999999999, 1), (0.46439039762346257, 1), (0.6558588691914, 1), (0.0, 1), (0.6694890432787752, 1), (0.6690593349561883, 1), (0.44226834245404256, 1), (0.6699747756014837, 1), (0.6675115317554474, 1), (0.9999999999999997, 1), (0.6581858505531093, 1)]",Mycolic Acid Biosynthesis,MYCSacp50,"['Rv2246', 'Rv2245', 'Rv1483', 'Rv0098']",33.0 h_c + hexc_c + 12.0 malACP_c + 24.0 nadph_c --> 11.0 ACP_c + 12.0 co2_c + 13.0 h2o_c + meroacidACP_c + 24.0 nadp_c,"['Rv1483', 'Rv2245']"
