,F_value,pvalue,value_counts,subsystem,name,genes,reaction,alleles_sim
TDPGDH,8.156862745098048,0.007474047656088902,"[(0.5, 32), (0.0, 2)]",Arabinogalactan biosynthesis,"dTDPglucose 4,6-dehydratase","['Rv3464', 'Rv3468c', 'Rv3784']",dtdpglu_c --> dtdp4d6dg_c + h2o_c,
PGL,7.8857531848496825,0.008420354763564683,"[(0.9999999999999937, 24), (0.9999999999999941, 3), (0.9999999999999932, 2), (1.0, 1), (0.9999999999999962, 1), (0.42612724425097925, 1), (0.5849282913716941, 1), (0.9999999999999857, 1)]",Pentose Phosphate Pathway,6-phosphogluconolactonase,['Rv1445c'],6pgl_c + h2o_c --> 6pgc_c + h_c,
GMHEPK,7.858495068723997,0.008522425410509606,"[(0.9999999999999987, 10), (0.9999999999999988, 8), (0.9999999999999986, 5), (0.9999999999999984, 2), (0.999999999999999, 2), (0.9999999999999989, 2), (0.16033279968347292, 1), (0.9999999999999981, 1), (0.9162885367278957, 1), (0.16033279968346914, 1), (0.9999999999999979, 1)]",Membrane Metabolism,,['Rv0115'],atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,
BKDC1,7.266489797212693,0.011104136969354165,"[(0.9840388619014574, 25), (0.984732824427481, 2), (0.9843858431644692, 2), (0.9816099930603748, 1), (0.9841852446217905, 1), (0.9892435808466343, 1), (0.9833448993754338, 1), (0.9868147120055518, 1)]",Lipid metabolism,BKDC1,['Rv2495c'],2mbdhl_c + coa_c <=> 2mbcoa_c + dhlam_c,
S7PI,7.024023866667032,0.012395971976340606,"[(1.0, 3), (0.20544265644567283, 1), (2.8754776337791554e-14, 1), (0.20544265644513915, 1), (0.9999999999999999, 1), (0.21172560963048126, 1), (0.160332799683495, 1), (0.16033279968349523, 1), (0.16033279968350944, 1), (0.024532978284956486, 1), (0.20544265644549664, 1), (0.20544265644567317, 1), (0.20544265644564663, 1), (0.16033279968332415, 1), (0.2054426564456805, 1), (0.24404426295559412, 1), (0.20544265644562454, 1), (0.16033279968349357, 1), (0.16033279968350123, 1), (0.16033279968349257, 1), (0.2054426564456744, 1), (0.160332799683494, 1), (0.20544265643941362, 1), (0.16033279968349579, 1), (0.16033279968349323, 1), (0.02453297829065204, 1), (0.16033279968349612, 1), (0.20544265644567128, 1), (0.1603327996834376, 1), (0.20544265644567805, 1), (0.20544265644567483, 1), (0.16033279968435732, 1)]",Membrane Metabolism,sedoheptulose 7-phosphate isomerase,['Rv0113'],s7p_c --> gmhep7p_c,
NMO,6.6826922535554605,0.014498362579935146,"[(0.999999999996166, 15), (0.9999999999961671, 8), (0.9999999999961648, 5), (0.5556252947079134, 2), (0.9999999999961692, 1), (0.09732188442932732, 1), (0.5556252947079259, 1), (0.42301060672102675, 1)]",Redox Metabolism,Nitronate Monooxygenase,"['Rv2781c', 'Rv0021c', 'Rv3553', 'Rv1894c', 'Rv1533']",etha_c + fmnh2_c + o2_c --> acald_c + fmn_c + no2_c,
MR,6.622850372366423,0.014905305539567348,"[(0.9999999999999988, 4), (0.9999999999999981, 3), (0.9999999999999989, 3), (0.2883794266183509, 2), (0.28837942661834803, 2), (0.9999999999999997, 1), (0.2883794266183498, 1), (0.28837942661834537, 1), (0.28837942661836835, 1), (0.9999999999999982, 1), (0.999999999999999, 1), (0.9999999999999991, 1), (0.28837942661834703, 1), (0.2883794266183414, 1), (0.2883794266183507, 1), (0.9999999999999987, 1), (0.2883794266165124, 1), (0.9999999999999993, 1), (4.4820813727142195e-12, 1), (0.2883794266183525, 1), (0.28837942661834737, 1), (0.2883794266183439, 1), (0.28837942661834315, 1), (0.28837942661834715, 1), (0.28837942661834604, 1)]",Pyruvate Metabolism,,['Rv2298'],h_c + mthgxl_c + nadh_c --> lald__L_c + nad_c,
IPDDI,6.618143036029992,0.014937838814207077,"[(0.9987359772475906, 11), (0.9986964765365778, 8), (0.9988149786696161, 2), (0.9987754779586033, 2), (0.9988939800916418, 1), (0.9992889872017697, 1), (0.9981434665823986, 1), (0.999051982935693, 1), (0.9992099857797442, 1), (0.9983409701374626, 1), (0.9977484594722706, 1), (0.9979459630273346, 1), (0.9963659345868227, 1), (0.9984199715594881, 1), (0.997866961605309, 1)]",Polyprenyl Metabolism,isopentenyl-diphosphate D-isomerase,['Rv1745c'],ipdp_c <=> dmpp_c,
BKDA1,6.502336957969643,0.01576297473420282,"[(0.9999999999999996, 15), (0.9999999999999997, 13), (0.9999999999999994, 1), (0.4377579278721877, 1), (0.07634251188722996, 1), (0.23769566591107238, 1), (0.43775792787225554, 1), (0.4377579278679673, 1)]",Lipid metabolism,BKDA1,"['Rv2497c', 'Rv2496c']",3mop_c + h_c + lpam_c --> 2mbdhl_c + co2_c,
DMBI,6.071961206648257,0.019292300039866456,"[(0.4838709677419355, 4), (0.3870967741935484, 3), (0.29032258064516125, 3), (0.45161290322580644, 3), (0.3548387096774193, 2), (0.032258064516129004, 2), (0.4193548387096774, 2), (0.3225806451612903, 2), (0.5806451612903225, 2), (0.1935483870967742, 2), (0.09677419354838712, 2), (0.16129032258064513, 1), (0.22580645161290322, 1), (0.6129032258064516, 1), (0.5483870967741935, 1), (0.25806451612903225, 1), (1.0, 1), (0.5161290322580645, 1)]",Cofactor and Prosthetic Group Biosynthesis,MNXR18583,[],fmnh2_c + h_c + nadh_c + o2_c <=> barb_c + dmbzid_c + e4p_c + h2o_c + nad_c,
FAD_11,5.665409621168389,0.023428515249247838,"[(0.9999999999999997, 4), (0.9999999999999999, 2), (0.9999999999999996, 2), (0.7484112122374895, 1), (0.0739308371674553, 1), (0.2791647605660884, 1), (0.24394603162620876, 1), (0.1310254543185999, 1), (0.2806542045900695, 1), (0.7444393615094488, 1), (0.35337306224395226, 1), (0.7484112122374693, 1), (0.9999999999999998, 1), (0.2791647605660893, 1), (0.24027093041689307, 1), (0.34940121151615033, 1), (0.3533730622441783, 1), (0.7484112122374842, 1), (0.35337306224418064, 1), (0.7484112122400073, 1), (0.2454354756493795, 1), (0.8969736967730545, 1), (0.35337306224412013, 1), (0.33470489007213033, 1), (0.3533730622442265, 1), (0.7484112122374834, 1), (0.7484112122374809, 1), (0.3533730622441884, 1), (0.35337306224687604, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv1323', 'Rv0468', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + fad_c + nad_c + occoa_c --> accoa_c + fadh2_c + hexcoa_c + nadh_c,"['Rv3139', 'Rv3516']"
GSNK,5.584666041363158,0.02436006074552201,"[(0.9999999999922968, 4), (0.999999999992299, 3), (0.28837942661608373, 3), (0.9999999999922979, 2), (0.9999999999922936, 1), (0.999999999992456, 1), (0.999999999992305, 1), (0.9999999999923052, 1), (0.999999999992301, 1), (0.9999999999922878, 1), (0.2883794266160715, 1), (0.9999999999922938, 1), (0.9999999999923062, 1), (0.28837942661608484, 1), (0.9999999999922928, 1), (0.2883794266160806, 1), (0.2883794266160815, 1), (0.9999999999999998, 1), (0.28837942661608584, 1), (0.9999999999922918, 1), (6.6097127771058695e-12, 1), (0.999999999992352, 1), (0.9999999999922826, 1), (0.9999999999922959, 1), (0.28837942661608185, 1), (0.28837942661520055, 1)]",Nucleotide Salvage Pathway,Guanosine kinase,[],atp_c + gsn_c --> adp_c + gmp_c + h_c,
GUAPRT,5.584666041355195,0.02436006074561587,"[(0.9999999999988295, 5), (0.9999999999988306, 3), (0.288379426617963, 2), (0.9999999999987839, 1), (0.9999999999988906, 1), (0.9999999999988299, 1), (0.99999999999883, 1), (0.9999999999988288, 1), (0.9999999999988198, 1), (0.28837942661795, 1), (0.9999999999988289, 1), (1.0, 1), (0.28837942661781657, 1), (0.9999999999988155, 1), (0.2883794266179671, 1), (0.9999999999988248, 1), (0.9999999999988278, 1), (0.28837942661796434, 1), (0.28837942661797245, 1), (6.608713576383707e-12, 1), (0.9999999999988319, 1), (0.2883794266179659, 1), (0.9999999999988294, 1), (0.9999999999988077, 1), (0.9999999999988285, 1), (0.28837942661787486, 1), (0.2883794266162861, 1)]",Nucleotide Salvage Pathway,guanine phosphoribosyltransferase,['Rv3624c'],gua_c + prpp_c --> gmp_c + ppi_c,
PPDIMAT,5.4843168116315475,0.025574623503309322,"[(0.9999999999999998, 9), (0.30763318282505236, 1), (0.40497530577653806, 1), (0.3437176066309827, 1), (0.48101858347868387, 1), (0.45440422190400487, 1), (0.34371760663097395, 1), (0.5483707631587427, 1), (0.34371760663081263, 1), (0.2637528955519507, 1), (0.46940223967803063, 1), (0.0, 1), (0.34371760663097795, 1), (0.30763318282507757, 1), (0.34371760663098894, 1), (0.30763318281614493, 1), (0.26375289555185255, 1), (0.38818283471152715, 1), (0.1922364649419358, 1), (0.34371760663097695, 1), (0.05421269437595522, 1), (0.2316457371363666, 1), (0.34371760663098794, 1), (0.30697807437028957, 1), (0.2637528955519056, 1), (0.34371760663104234, 1)]",Transport,ppdima translocase,"['Rv2937', 'Rv2938', 'Rv2942', 'Rv2945c', 'Rv2936']",ppdima_c --> ppdima_e,"['Rv2936', 'Rv2937', 'Rv2938']"
GTPCII2,5.469233647691742,0.025762835401921657,"[(0.9909360053794916, 8), (0.9932020040346187, 7), (0.9920358233654843, 7), (0.9943018220206115, 4), (0.9921021860486259, 4), (0.9954680026897458, 1), (0.9875038260552301, 1), (0.9898361873934988, 1), (0.994368184703753, 1)]",Cofactor and Prosthetic Group Biosynthesis,GTP cyclohydrolase II (25drapp),"['Rv1415', 'Rv1940']",gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c,
FADD3,5.425848598723925,0.026312703142452498,"[(0.9999999999999996, 4), (0.9999999999999998, 3), (0.7627997475402042, 2), (0.9999999999999993, 2), (0.8138764166086873, 2), (0.8138764166086869, 1), (0.813876416608547, 1), (0.8138764166086877, 1), (0.7627997475402025, 1), (1.0, 1), (0.8138764166086857, 1), (0.8138764166086858, 1), (0.76279974754013, 1), (0.9999999999999999, 1), (0.7627997475402049, 1), (0.7627997475402027, 1), (0.762799747540205, 1), (0.8138764166086861, 1), (0.7627997475402033, 1), (0.8186173405841224, 1), (0.7912567143697109, 1), (0.7627997475401924, 1), (0.7627997475402031, 1), (0.7627997475402037, 1), (0.813876416608688, 1), (0.762799747540203, 1)]",Cholesterol degradation,MNXR22341,"['Rv3552', 'Rv3561', 'Rv3551']",atp_c + coa_c + 3.0 h_c + hip_c --> amp_c + hipcoa_c + ppi_c,
EX_pac,5.333333333333333,0.027528636708523107,"[(0.0734006270586246, 34)]",Exchange,,[],pac_e --> ,
FRD3,5.178228701194203,0.029707560023135335,"[(0.02857142857142857, 19), (0.03571428571428571, 4), (0.02142857142857143, 4), (0.04285714285714286, 4), (0.014285714285714285, 3)]",Citric Acid Cycle,Fumarate reductase,"['Rv3318', 'Rv3317', 'Rv0247c', 'Rv3316', 'Rv0248c', 'Rv3319']",2dmmql8_c + fum_c --> 2dmmq8_c + succ_c,
GLGB,5.178228701193985,0.02970756002313849,"[(0.6666666666666666, 25), (0.3333333333333333, 5), (1.0, 4)]",Starch and sucrose metabolism,MNXR80417,"['Rv3031', 'Rv1326c']",14glucan_c --> glycogen_c,
GRTT,5.05913231434304,0.03150899502969558,"[(0.5, 17), (0.75, 9), (0.25, 8)]",Polyprenyl Metabolism,geranyltranstransferase,['Rv1086'],grdp_c + ipdp_c --> frdp_c + ppi_c,
FORMCOAL,4.969574036511181,0.03294260401652196,"[(0.5, 26), (0.0, 4), (0.25, 3), (1.0, 1)]",Redox Metabolism,FORMCOAL,[],atp_c + coa_c + for_c <=> amp_c + forcoa_c + ppi_c,
MYCON5,4.943428396801411,0.0333745297746429,"[(0.3333333333333333, 14), (0.32291666666666663, 9), (0.328125, 7), (0.33854166666666663, 2), (0.3359375, 1), (0.3125, 1)]",Mycolic Acid Biosynthesis,Mycolic Acid Condensation,['Rv3800c'],chexccoa_c + 2.0 h2o_c + mkmeroacidcyc1AMP_c --> amp_c + co2_c + coa_c + 2.0 h_c + mkmycolate_c,
NTD9,4.942655093622045,0.03338739911414586,"[(0.999999999999558, 6), (0.2883794266278126, 2), (0.28837942662781146, 2), (0.9999999999995591, 2), (0.28837942662781557, 2), (0.9999999999995601, 2), (0.2883794266278137, 2), (0.28837942662781046, 1), (1.351607714639158e-11, 1), (0.2883794266276565, 1), (0.28837942662780547, 1), (0.28837942662780436, 1), (0.28837942662780836, 1), (1.3519962926977769e-11, 1), (0.28837942662779936, 1), (0.2883794266278227, 1), (0.2883794266278167, 1), (0.28837942662781446, 1), (0.2883794266201086, 1), (0.2883794266278401, 1), (0.2883794266277564, 1), (0.2883794266278269, 1), (1.0, 1)]",Nucleotide Salvage Pathway,5'-nucleotidase (GMP),[],gmp_c + h2o_c --> gsn_c + pi_c,
IMPD,4.8899782135130225,0.034277022591625954,"[(0.813953488372093, 11), (0.8372093023255813, 9), (0.8604651162790697, 5), (0.8837209302325582, 3), (0.9069767441860465, 3), (0.7906976744186046, 2), (0.9302325581395349, 1)]",Purine and Pyrimidine Biosynthesis,IMP dehydrogenase,"['Rv3410c', 'Rv3411c', 'Rv1843c']",h2o_c + imp_c + nad_c --> h_c + nadh_c + xmp_c,
PMPK,4.87828545238907,0.034478007625375146,"[(0.2008215492070762, 19), (0.20080723650312018, 5), (0.20083586191103223, 3), (0.18709566611324213, 1), (0.3201465620885098, 1), (0.10672983340012596, 1), (0.2793267304059083, 1), (0.27510448273887905, 1), (1.0, 1), (0.30408770824984255, 1)]",Thiamine Metabolism,phosphomethylpyrimidine kinase,['Rv0422c'],4ampm_c + atp_c --> 2mahmp_c + adp_c,
MYC1CYC5,4.869933537034393,0.0346223606126421,"[(0.3488372093023256, 6), (0.2558139534883721, 5), (0.16279069767441862, 2), (0.2674418604651163, 2), (0.27906976744186046, 2), (0.313953488372093, 2), (0.36046511627906974, 2), (0.4883720930232558, 2), (0.3023255813953488, 2), (0.46511627906976744, 1), (0.43023255813953487, 1), (0.4069767441860465, 1), (0.4941860465116279, 1), (0.19767441860465118, 1), (0.4186046511627907, 1), (0.20930232558139536, 1), (0.37209302325581395, 1), (0.18604651162790697, 1)]",Mycolic Acid Biosynthesis,Mycolic Acid Cyclopropanation,['Rv0644c'],amet_c + mkmeroacidACP_c --> ahcys_c + h_c + mkmeroacidcyc1ACP_c,
FAD_9,4.695899841514343,0.03778685193496498,"[(0.12032002110539175, 3), (0.9999999999999999, 3), (1.0, 2), (0.12032002110538886, 1), (0.13214639690347674, 1), (0.4074049954225468, 1), (0.3608526823321281, 1), (0.261338501426036, 1), (0.12032002110540063, 1), (0.3970472228741887, 1), (0.13214639690360008, 1), (0.13214639690359886, 1), (0.12032002110531359, 1), (0.12032002110539697, 1), (0.9999999999999997, 1), (0.1321463969036003, 1), (0.12032002110539153, 1), (0.12032002110539552, 1), (0.12032002110539464, 1), (0.3623212855811868, 1), (0.038564158270870785, 1), (0.9999999999999998, 1), (0.12032002110538909, 1), (0.12032002110539242, 1), (0.12032002110538287, 1), (0.1203200211053923, 1), (0.1203200211053933, 1), (0.12032002110539497, 1), (0.1203200211053913, 1)]",Fatty Acid Metabolism,,"['Rv3563', 'Rv3274c', 'Rv0752c', 'Rv0215c', 'Rv1467c', 'Rv0154c', 'Rv3139', 'Rv3039c', 'Rv0231', 'Rv0456c', 'Rv0271c', 'Rv1346', 'Rv0243', 'Rv3543c', 'Rv3546', 'Rv1679', 'Rv3140', 'Rv3550', 'Rv0222', 'Rv3141', 'Rv2831', 'Rv3556c', 'Rv2500c', 'Rv0975c', 'Rv3544c', 'Rv1933c', 'Rv2679', 'Rv3573c', 'Rv1912c', 'Rv0971c', 'Rv3560c', 'Rv1070c', 'Rv2724c', 'Rv3774', 'Rv0632c', 'Rv1074c', 'Rv3505', 'Rv0244c', 'Rv0673', 'Rv1715', 'Rv3504', 'Rv1071c', 'Rv0400c', 'Rv0972c', 'Rv0468', 'Rv1323', 'Rv1935c', 'Rv0859', 'Rv0131c', 'Rv3562', 'Rv3797', 'Rv3761c', 'Rv3373', 'Rv0672', 'Rv2486', 'Rv3374', 'Rv1472', 'Rv3516', 'Rv1142c', 'Rv0905', 'Rv3061c', 'Rv1141c', 'Rv1934c', 'Rv0675', 'Rv0873', 'Rv3564', 'Rv2789c']",coa_c + dodcoa_c + fad_c + nad_c --> accoa_c + decoa_c + fadh2_c + nadh_c,"['Rv3139', 'Rv3516']"
